"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"","","","","","","","","Goldsmiths","Association for Computing Machinery’s (ACM) CHI conference. ","CC BY","","","Association for Computing Machinery (ACM)","2016","Conference Paper/Proceeding/Abstract","0","2015"," SE Asian Ubicomp and ALife: Roaming and Homing with TechnoSphere 2.0 Computational Companions","","0"
"","","","","","","","0140-1971","Goldsmiths","Journal of Adolesence","CC BY-NC-ND","","","Elsevier BV","2016","Journal Article/Review","0","2015","Humor style similarity and difference in friendship dyads","10.1016/j.adolescence.2015.10.015","1.0"
"","","","","","","","","Goldsmiths","Proceedings of IEEE Int'l Conf. Acoustics, Speech and Signal Processing (ICASSP), 2016","","","","","2016","Conference Paper/Proceeding/Abstract","0","2016","Adieu Features? End-to- End Speech Emotion Recognition using a Deep Convolutional Recurrent Network. ","10.1109/icassp.2016.7472669","0.9849246231155779"
"","","","","","","","0288-3635","Goldsmiths","New Generation Computing","","","","Springer Nature","2016","Journal Article/Review","0","","Improving Record Linkage Accuracy with Hierarchical Feature Level Information and Parsed Data","10.1007/s00354-016-0008-5","1.0"
"","","","","","","","1759-51-50","Goldsmiths","Journal of Practice Teaching and Learning","","","","Whiting and Birch","2016","Journal Article/Review","0","","Improving professionalism through reflection and discourse in communities of practice: the key situations in social work model and project. ","","0"
"","","","","","","","0748-7304","Goldsmiths","Journal of Biological Rhythms","CC BY-NC","","","SAGE Publications","2016","Journal Article/Review","0","","Longitudinal stability of genetic and environmental influences on the association between diurnal preference and sleep quality in young adult twins and siblings. ","10.1177/0748730416653533","0.9937888198757764"
"","","","","","","","0007-1315","Goldsmiths","British Journal of Sociology","CC BY-NC","","","Wiley-Blackwell","2016","Journal Article/Review","0","2015","Reframing Sociologies of Ethnicity & Migration in Encounters with Chinese London","10.1111/1468-4446.12271","0.9753086419753086"
"","","","","","","","??","Goldsmiths","5th International ABZ Conference. Linz, Austria 23-27 May 2016. [","CC BY-NC","","","","2016","Conference Paper/Proceeding/Abstract","0","2016","Semi-Automated Design Space Exploration for Formal Modelling'","10.1007/978-3-319-33600-8_22","0.9917355371900827"
"","","","","","","","","Goldsmiths","Object Outcomes: Attending to Objects as Outcomes of Design Research.","CC BY-NC","","","CHI 2016","2016","Conference Paper/Proceeding/Abstract","0","2016"," 'Energy Babble: embodiment of a research device'. ","","0"
"","","","","","","","1939-0599","Goldsmiths","Developmental Psychology","","","","American Psychological Association (APA)","2016","Journal Article/Review","0","","Perception of visual-tactile colocation in the first year of life.","10.1037/dev0000160","1.0"
"","","","","","","","","Goldsmiths","F. Pachet; A. Cardoso; V. Corruble and F. Ghedini, eds. Proceedings of the 7th Computational Creativity Conference (ICCC 2016). ","","","","Paris: Universite Pierre et Marie Curie.","2016","Conference Paper/Proceeding/Abstract","0","","Designing improvisational interfaces.","","0"
"","","","","","","","","Goldsmiths","Proceedings of IEEE International Conference on Computer Vision & Pattern Recognition (CVPR'16). ","","","","CVPR'16. Las Vegas, United States.","2016","Conference Paper/Proceeding/Abstract","0","","'Mnemonic Descent Method: A recurrent process applied for end-to-end face alignment'.","10.1109/cvpr.2016.453","0.9820359281437125"
"","","","","","","","","Goldsmiths","Developmental Science","","","","Wiley-Blackwell","2016","Conference Paper/Proceeding/Abstract","0","","Specialization of the motor system in human infants: From broadly tuned to selectively specialized purposeful actions","10.1111/desc.12409","0.9251101321585903"
"","","","","","","","10.1038/srep28496","Goldsmiths","Scientific Reports","","","","Springer Nature","2016","Journal Article/Review","0","","Genetic and environmental influences on height from infancy to early adulthood: An individual-based pooled analysis of 45 twin cohorts.","10.1038/srep28496","0.9962825278810409"
"","","","","","","","","Goldsmiths"," In: International Workshop on Language Sense on Computers at IJCAI2016, July 9th, 2016. New York, NY, United States.","","","","IJCAI2016, July 9th, 2016. New York, NY, United States.","2016","Conference Paper/Proceeding/Abstract","0","2016","Teaching natural language to computers'.","","0"
"","","","","","","","n/a","Goldsmiths","In: IEEE/RSJ Intl Conf. on Intelligent Robots and Systems (IROS).","CC BY-NC","","","IEEE/RSJ Intl Conf.","2016","Conference Paper/Proceeding/Abstract","0","2016","Learning dynamic graffiti strokes with a compliant robot","10.1109/iros.2016.7759586","1.0"
"","","","","","","","n/a","Goldsmiths","Proceedings of the 17th conference of the International Society for Music Information Retrieval, ","CC BY","","","","2016","Conference Paper/Proceeding/Abstract","0","2016","Instrumental idiom in the 16th century: embellishment patterns in arrangements of vocal music.","","0"
"","","","","","","","ISBN 978-0-9931449-4-3","Goldsmiths","","","","","Mattering Press","2016","Book edited","0","2016","Practising Comparison: Logics, Relations, Collaborations.","10.28938/9780993144950","0.9911504424778761"
"","","","","","","","ISBN 978-0-9931449-8-1 ","Goldsmiths","","","","","Mattering Press","2016","Book edited","0","2016","Modes of Knowing: Resources from the Baroque","10.28938/9780993144998","1.0"
"","","","","","","","","Goldsmiths"," In: International Conference on New Interfaces for Musical Expression. Brisbane, Australia 11-15 July 2016. [Conference or Workshop Item] (Forthcoming)","","","","","2016","Conference Paper/Proceeding/Abstract","0",""," 'The Global Metronome: Absolute tempo sync for networked musical performance'. ","","0"
"","","","","","","","","Goldsmiths"," International Conference on New Interfaces for Musical Expression. Brisbane, Australia 11-15 July 2016. ","","","","","2016","Conference Paper/Proceeding/Abstract","0",""," Physical and Distributed Computer Music Toolkit for Kids'.","","0"
"","","","","","2016-11-15","2016-11-15","1473-0480","Manchester Metropolitan University","British Journal of Sports Medicine","","","","BMJ","2016","Journal Article/Review","0","","Newspaper response to the back pain myth busting advice - bruising but helpful.","10.1136/bjsports-2016-097253","0.9743589743589743"
"","","","","","","2016-05-18","1741-7007","University of Exeter","BMC Biology","","","","Springer Nature","2016","Journal Article/Review","0","","Simulated ocean acidification directly impairs the sense of smell in a marine fish","","0"
"","","","","","","2016-07-26","2041-1723","University of Exeter","Nature Communications","","","","Springer Nature","2016","Journal Article/Review","0","","Major advance of South Georgia glaciers during the Antarctic Cold Reversal following extensive sub-Antarctic glaciation","10.1038/ncomms14798","1.0"
"","","","","","","2016-08-22","1932-6203","University of Exeter","PLoS One","","","","Public Library of Science (PLoS)","2016","Journal Article/Review","0","","Toll-like receptor 2 inhibits the serotonin transporter in human intestinal epithelial cells and in the intestinal tract of mice","","0"
"","","","","","","2016-09-15","1549-1676","University of Exeter","PLoS Medicine","","","","Public Library of Science (PLoS)","2016","Journal Article/Review","0","","A Cross-sectional Study of Potentially-modifiable Lifestyle Factors, Cognitive Reserve and Cognitive Function in Later Life: Implications for Maintaining Cognitive Health","","0"
"","","","","","","2016-09-21","1424-8220","University of Exeter","Sensors","","","","MDPI AG","2016","Journal Article/Review","0","","Design and operation of a low-cost and compact autonomous buoy system for use in coastal aquaculture and water quality monitoring","10.1016/j.aquaeng.2017.12.002","1.0"
"","","","","","","2016-10-24","0305-7488","University of Exeter","Journal of Historical Geography","","","","Elsevier BV","2016","Journal Article/Review","0","","‘Oh! What A Lovely Exhibition!’ Exploring the Imperial War Museum’s First World War Fiftieth Anniversary Displays, 1964-1968","","0"
"","","","","","","2016-10-27","2158-3188","University of Exeter","Translational Psychiatry","","","","Springer Nature","2016","Journal Article/Review","0","","Methylomic profiling of cortex samples from completed suicide cases implicates a role for PSORS1C3 in major depression and suicide","10.1038/tp.2016.249","1.0"
"","","","","","","2016-11-10","2334-265X","University of Exeter","NPJ Schizophrenia","","","","Springer Nature","2016","Journal Article/Review","0","","Unravelling socio-motor biomarkers in schizophrenia","10.1038/s41537-016-0009-x","1.0"
"","","","","","","2016-11-22","0006-3568","University of Exeter","Bioscience","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","","Dose of neighbourhood nature: benefits for mental health of living with nature","10.1093/biosci/biw173","0.9625"
"","","","","","","2016-12-01","1353-8292","University of Exeter","Health and Place","","","","Elsevier BV","2016","Journal Article/Review","0","2016","Wellbeing in the aftermath of floods","10.1016/j.healthplace.2016.11.005","1.0"
"","","","","","","2016-12-01","0749-3797","University of Exeter","American Journal of Preventive Medicine","","","","Elsevier BV","2016","Journal Article/Review","0","","The Built Environment and Cognitive Disorders: Results From the Cognitive Function and Ageing Study II","10.1016/j.amepre.2016.11.020","1.0"
"","","","","","","2016-12-01","2076-2607","University of Exeter","Microorganisms","","","","MDPI AG","2016","Journal Article/Review","0","","Using network extracted ontologies to identify novel genes with roles in appressorium development in the rice blast fungus Magnaporthe oryzae","10.3390/microorganisms5010003","1.0"
"","","","","","","2016-12-06","1045-2249","University of Exeter","Behavioral Ecology","","","","Oxford University Press (OUP)","2016","Journal Article/Review","0","","Relative advantages of dichromatic and trichromatic color vision in camouflage breaking","10.1093/beheco/arw185","1.0"
"","","","","","","2016-12-09","1879-0445","University of Exeter","Current Biology","","","","Elsevier BV","2016","Journal Article/Review","0","","Reproductive Conflict and the Evolution of Menopause in Killer Whales ","10.1016/j.cub.2016.12.015","0.9928057553956835"
"","","","","","","2016-12-09","2041-1723","University of Exeter","Nature Communications","","","","Springer Nature","2016","Journal Article/Review","0","","Atmospheric oxygen regulation at low Proterozoic levels by incomplete oxidative weathering of sedimentary organic carbon","10.1038/ncomms14379","1.0"
"","","","","","","2016-12-14","0006-2960","University of Exeter","Biochemistry","","","","American Chemical Society (ACS)","2016","Journal Article/Review","0","","Engineering nucleotide specificity of succinyl-CoA synthetase in Blastocystis: The emerging role of gatekeeper residues","10.1021/acs.biochem.6b00098","1.0"
