Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
University of Glasgow,27/11/2015,"Meyering, Ms Mary Anne",Institute of Cardiovascular and Medical Sciences,,,,"Jones, Frances E. ; Van Agtmael, Tom",Company of Biologists,Disease Models & Mechanisms,1754-8403,Journal article,ER-stress and basement membrane defects combine to cause glomerular and tubular renal disease caused by Col4a1 mutations,01/01/2015,RCUK,,,EPSRC,,,EP/E500366/1,,,01/05/2016,,,,GBP,3000,3000,,,Pre-payment discount,,,,,,
University of Glasgow,02/09/2015,"McCutcheon, Miss Valerie",Institute of Biodiversity Animal Health and Comparative Medicine,,,10.5194/bgd-12-15737-2015,"Davies, G. M",Copernicus,Biogeosciences,1726-4170,Journal article,Vegetation structure and fire weather influence variation in burn severity and fuel consumption during peatland wildfires,01/09/2015,RCUK,,,NERC,,,NE/J006289/1,,,01/03/2016,,,,GBP,689.6,574.67,114.93,,Pre-payment discount,,,CC BY,,,
University of Glasgow,05/11/2015,"Cairney, Mrs Marie",Institute of Biodiversity Animal Health and Comparative Medicine ; School of Chemistry,,26546217,10.1016/j.bmcl.2015.10.077,"France, David J. ; Stepek, Gillian ; McCormack, Gillian ; Page, Antony P.",Elsevier,Bioorganic & Medicinal Chemistry Letters,0960-894X,Journal article,Identification and activity of inhibitors of the essential nematode-specific metalloprotease DPY-31,01/01/2015,RCUK,,,BBSRC,,,BB/I011218/1,,,01/04/2016,,,,GBP,1478.82,1478.82,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,13/04/2015,"McCutcheon, Miss Valerie",Institute of Infection Immunity and Inflammation ; School of Chemistry,,,10.1016/j.catcom.2015.04.016,"McAulay, K. ; Hargreaves, J.S.J. ; McFarlane, A. ; Price, D.J. ; Spencer, N.A.",Elsevier,Catalysis Communications,1566-7367,Journal article,The influence of pre-treatment gas mixture upon the ammonia synthesis activity of Co-Re catalysts,05/08/2015,RCUK,,,EPSRC,EPSRC,,EP/J018384/1,EP/K503058/1,,01/09/2015,,,,GBP,1375.36,1375.36,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,18/11/2015,"McCutcheon, Miss Valerie",Systems Power and Energy,,,10.1016/j.compositesa.2015.11.005,"Harrison, Philip",Elsevier,Composites Part A: Applied Science and Manufacturing,1359-835X,Journal article,Modelling the forming mechanics of engineering fabrics using a mutually constrained pantographic beam and membrane mesh,02/01/2016,RCUK,,,EPSRC,,,EP/1033513/1,,,01/04/2016,,,,GBP,2471.65,2471.65,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,28/09/2015,"McCutcheon, Miss Valerie",School of Geographical and Earth Sciences,,,10.1016/j.emospa.2015.09.004,"Parr, Hester ; Stevenson, Olivia",Elsevier,"Emotion, Space and Society",1755-4586,Journal article,Search/ing for missing people: families living with ambiguous absence,01/01/2016,RCUK,,,ESRC,,,ES/H030166/1,,,01/03/2016,,,,GBP,1397.84,1397.84,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,26/10/2015,"Meyering, Ms Mary Anne",Institute of Biodiversity Animal Health and Comparative Medicine ; Institute of Infection Immunity and Inflammation ; Institute of Molecular Cell and Systems Biology,,,10.1016/j.epidem.2015.08.003,"Lycett, Samantha J. ; Johnson, Paul ; Orton, Richard J. ; Galbraith, Julie ; Herzyk, Pawel ; Biek, Roman ; Kao, Rowland R.",Elsevier,Epidemics,1755-4365,Journal article,Use of bacterial whole-genome sequencing to investigate local persistence and spread in bovine tuberculosis,01/01/2015,COAF,,,Wellcome Trust,,,081696/Z/06/Z,,,01/04/2016,,,,GBP,1363.81,1363.81,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,30/10/2015,"Cairney, Mrs Marie",Systems Power and Energy,,,10.1016/j.fuel.2015.10.061,"Li, Jun ; Paul, Manosh ; Younger, Paul L. ; Watson, Ian",Elsevier,Fuel,0016-2361,Journal article,Prediction of high-temperature rapid combustion behaviour of woody biomass particles,01/02/2016,RCUK,,,EPSRC,,,EP/K503903/1,,,01/05/2016,,,,GBP,2482.06,2482.06,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,30/09/2015,"Smith, Mrs Annette",Institute of Cardiovascular and Medical Sciences ; Robertson Centre ; School of Medicine,,,10.1016/j.ijcard.2015.09.014,"Layland, Jamie ; Carrick, David ; Petrie, Mark C. ; Eteiba, Hany ; Hood, Stuart ; McConnachie, Alex ; Oldroyd, Keith G. ; Berry, Colin",Elsevier,International Journal of Cardiology,0167-5273,Journal article,Safety of guidewire-based measurement of fractional flow reserve and the index of microvascular resistance using intravenous adenosine in patients with acute or recent myocardial infarction,01/01/2016,RCUK,,,British Heart Foundation,,,PG/11/2/28474,,,01/05/2016,,,,GBP,2372.01,2372.01,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,21/08/2015,"Cairney, Mrs Marie",Institute of Cardiovascular and Medical Sciences,,,10.1016/j.ijcha.2015.06.009,"Corcoran, David ; Berry, Colin",Elsevier,IJC Heart & Vasculature,,Journal article,"Risk stratification in non-ST elevation acute coronary syndromes: risk scores, biomarkers and clinical judgment",01/09/2015,COAF,,,British Heart Foundation,,,PG/11/55/28999,,,01/04/2016,,,,GBP,1964.58,1964.58,,,Pre-payment discount,,,CC BY-NC-ND,,,
University of Glasgow,05/11/2015,"McCutcheon, Miss Valerie",Scottish Universities Environmental Research Centre,,,10.1016/j.jenvrad.2015.10.029,"Muir, Graham K. P. ; Cook, Gordon T. ; MacKinnon, Gillian ; Xu, Sheng",Elsevier,Journal of Environmental Radioactivity,0265-931X,Journal article,Accumulation of Sellafield-derived radiocarbon (14C) in Irish Sea and West of Scotland intertidal shells and sediments,01/01/2016,RCUK,,,,,,,,,01/04/2016,,,,GBP,1909.18,1909.18,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,01/10/2015,"Cairney, Mrs Marie",Mathematics,,,10.1016/j.jpaa.2015.09.008,"Kraehmer, Ulrich",Elsevier,Journal of Pure and Applied Algebra,0022-4049,Journal article,Factorisations of distributive laws,04/01/2016,RCUK,,,EPSRC,,,EP/J012718/1,,,01/03/2016,,,,GBP,1186.45,1186.45,,,,,,CC BY,,,
University of Glasgow,01/10/2015,"Georgiev, Dr Vihar",Electronics and Nanoscale Engineering,,,10.1016/j.microrel.2015.06.094,"Gerrer, L. ; Georgiev, V. ; Amoroso, S.M. ; Towie, E. ; Asenov, A.",Elsevier,Microelectronics Reliability,0026-2714,Journal article,Comparison of Si &#60;100&#62; and &#60;110&#62; crystal orientation nanowire transistor reliability using Poissonâ€“SchrÃ¶dinger and classical simulations,09/01/2015,RCUK,,,EPSRC,,,EP/L010585/1,,,01/03/2016,,,,GBP,1919.16,1919.16,,,,,,CC BY,,,
University of Glasgow,23/09/2015,"Smith, Mrs Annette",Institute of Cancer Sciences ; School of Medicine,PMC4611071,26476078,10.1016/j.neo.2015.08.009,"Bilsland, Alan E. ; Pugliese, Angelo ; Liu, Yu ; Burns, Sharon ; McCormick, Carol ; Cairney, Claire J. ; Bower, Justin ; Drysdale, Martin ; Keith, Nicol",Elsevier,Neoplasia,1522-8002,Journal article,Identification of a selective G1-phase benzimidazolone inhibitor by a senescence-targeted virtual screen using artificial neural networks,09/01/2015,RCUK,,,Cancer Research UK,Cancer Research UK,,C2193/A15584,C301/A12962,,01/04/2016,,,,GBP,2867.51,2389.59,477.92,,,,,CC BY,,,
University of Glasgow,28/09/2015,"McCutcheon, Miss Valerie",Institute of Neuroscience and Psychology,PMC4642643,26365611,10.1016/j.neuroscience.2015.09.022,"Forrest, C.M. ; Mcnair, K. ; Stone, T.W.",Elsevier,Neuroscience,0306-4522,Journal article,"Altered hippocampal plasticity by prenatal kynurenine administration, kynurenine-3-monoxygenase (KMO) deletion or galantamine",12/01/2015,RCUK,,,BBSRC,,,BB/F016700/1,,,01/02/2016,,,,GBP,1737.56,1737.56,,,,,,,,,
University of Glasgow,25/11/2015,"Meyering, Ms Mary Anne",Scottish Universities Environmental Research Centre,,,10.1016/j.nimb.2015.07.121,"Shanks, Richard P. ; Freeman, Stewart P.H.T.",Elsevier,Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168-583X,Journal article,160keV 26Al-AMS with a single-stage accelerator mass spectrometer,15/10/2015,RCUK,,,,,,,,,01/05/2016,,,,GBP,1674.62,1674.62,,,,,,CC BY,,,
University of Glasgow,25/11/2015,"Meyering, Ms Mary Anne",Scottish Universities Environmental Research Centre,,,10.1016/j.nimb.2015.07.122,"Shanks, Richard P. ; Ascough, Philippa L. ; Dougans, Andrew ; Gallacher, Paul ; Gulliver, Pauline ; Rood, Dylan H. ; Xu, Sheng ; Freeman, Stewart P.H.T.",Elsevier,Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168-583X,Journal article,Performance of the rebuilt SUERC single-stage accelerator mass spectrometer,15/10/2015,RCUK,,,,,,,,,01/05/2016,,,,GBP,1674.62,1674.62,,,,,,CC BY,,,
University of Glasgow,06/11/2015,"Smith, Mrs Annette",Scottish Universities Environmental Research Centre,,,10.1016/j.oregeorev.2015.09.020,"Barfod, Dan N.",Elsevier,Ore Geology Reviews,0169-1368,Journal article,"Origin, ore forming fluid evolution and timing of the LogrosÃ¡n Sn-(W) ore deposits (Central Iberian Zone, Spain)",01/01/2016,RCUK,,,,,,,,,01/04/2016,,,,GBP,1898.21,1898.21,,,,,,CC BY,,,
University of Glasgow,20/10/2015,"Cairney, Mrs Marie",Institute of Biodiversity Animal Health and Comparative Medicine,,26434785,10.1016/j.physbeh.2015.09.032,"Herborn, Katherine A. ; Evans, Neil P. ; Nager, Ruedi ; McCafferty, Dominic J. ; McKeegan, Dorothy E.F.",Elsevier,Physiology & Behavior,0031-9384,Journal article,Skin temperature reveals the intensity of acute stress,01/12/2015,RCUK,,,BBSRC,,,BB/K002775/1,,,01/03/2016,,,,GBP,1753.46,1461.22,292.24,,,,,CC BY,,,
University of Glasgow,13/11/2015,"McCutcheon, Miss Valerie",Institute of Cardiovascular and Medical Sciences ; School of Medicine,,,10.1016/j.placenta.2015.10.022,"Morgan, Hannah ; Beattie, Elisabeth ; Delles, Christian ; Graham, Delyth",Elsevier,Placenta,0143-4004,Journal article,Abnormal uterine artery remodelling in the stroke prone spontaneously hypertensive rat,01/01/2015,,,,MRC,British Heart Foundation,,MR/J50032X/1,FS/12/66/30003,,01/04/2016,,,,GBP,2453.77,2453.77,,,,,,CC BY,,,
University of Glasgow,25/08/2015,"Cairney, Mrs Marie",Statistics ; Scottish Universities Environmental Research Centre,,,10.1016/j.quageo.2015.08.001,"Russell, Nicola ; Cook, Gordon T. ; Ascough, Philippa L. ; Scott, E. Marian",Elsevier,Quaternary Geochronology,1871-1014,Journal article,A period of calm in Scottish seas: a comprehensive study of Î”R values for the northern British Isles coast and theconsequent implications for archaeology and oceanography,10/01/2015,RCUK,,,,,,,,,01/02/2016,,,,GBP,1959.25,1959.25,,,,,,CC BY,,,
University of Glasgow,01/10/2015,"Annan, Miss Louise",Statistics,,26530824,10.1016/j.sste.2015.09.002,"Huang, Guowen ; Lee, Duncan",Elsevier,Spatial and Spatio-Temporal Epidemiology,1877-5845,Journal article,An integrated Bayesian model for estimating the long-term health effects of air pollution by fusing modelled and measured pollution data: a case study of nitrogen dioxide concentrations in Scotland,10/01/2015,,,,EPSRC,,,EP/J017442/1,,,01/03/2016,,,,GBP,870.06,870.06,,,,,,CC BY,,,
University of Glasgow,21/10/2015,"Meyering, Ms Mary Anne",Institute of Cardiovascular and Medical Sciences ; School of Chemistry ; Biomedical Engineering,,,10.1016/j.tet.2015.10.052,"Caldwell, Stuart T. ; Cairns, Andrew G. ; Sandison, Mairi ; Mullen, William ; Hartley, Richard C.",Elsevier,Tetrahedron,0040-4020,Journal article,Synthesis of an azido-tagged low affinity ratiometric calcium sensor,01/01/2015,COAF,,,Wellcome Trust,BBSRC,,WT0922292MA,BB/D526310/1,,01/04/2016,,,,GBP,1499.63,1499.63,,,,,,CC BY,,,
University of Glasgow,16/10/2015,"Qiu, Dr Yongqiang",School of Engineering ; Systems Power and Energy,,26026870,10.1016/j.ultras.2015.05.010,"Qiu, Yongqiang ; Cochran, Sandy",Elsevier,Ultrasonics,0041-624X,Journal article,Screen-printed ultrasonic 2-D matrix array transducers for microparticle manipulation,01/01/2015,RCUK,,,,,,,,,01/05/2016,,,,GBP,1654.71,1654.71,,,,,,CC BY,,,
University of Glasgow,11/08/2015,"Meyering, Ms Mary Anne",Institute of Cardiovascular and Medical Sciences ; School of Life Sciences,,26196300,10.1016/j.vph.2015.07.010,"Ewart, Marie-Ann ; Cooney, Josephine ; Kennedy, Simon",Elsevier,Vascular Pharmacology,1537-1891,Journal article,The hypotensive effect of acute and chronic AMP-activated protein kinase activation in normal and hyperlipidemic mice,01/01/2015,COAF,,,British Heart Foundation,,,FS/08/071/26212,,,01/01/2016,,,,GBP,1883.13,1883.13,,,,,,CC BY,,,
University of Glasgow,27/07/2015,"Doyle, Miss Helen",Institute of Cardiovascular and Medical Sciences,PMC4534766,25896391,10.1016/j.yjmcc.2015.04.011,"Harvey, Adam ; Montezano, Augusto C. ; Touyz, Rhian M.",Elsevier,Journal of Molecular and Cellular Cardiology,0022-2828,Journal article,Vascular biology of ageingâ€”implications in hypertension,06/01/2015,COAF,,,British Heart Foundation,British Heart Foundation,,RG/13/7/30099,CH/12/4/29762,,01/01/2016,,,,GBP,1349.15,1349.15,,,,,,CC BY,,,
University of Glasgow,17/08/2015,"Meyering, Ms Mary Anne",Institute of Cancer Sciences ; School of Medicine,,26474517,10.1016/s1470-2045(15)00220-x,"Carty, Karen ; McCartney, Elaine ; Rai, Debbie ; Paul, James",Elsevier,Lancet Oncology,1470-2045,Journal article,"Cediranib combined with carboplatin and paclitaxel in patients with metastatic or recurrent cervical cancer (CIRCCa): a randomised, double-blind, placebo-controlled phase 2 trial",11/01/2015,COAF,,,Cancer Research UK,,,C1256/A11416,,,01/05/2016,,,,GBP,3821.52,3821.52,,,,,,CC BY,,,
University of Glasgow,10/12/2015,"Cairney, Mrs Marie",Institute of Infection Immunity and Inflammation,,,,"Komai-Koma, Mousa ; Kurowska-Stolarska, Mariola ; McSharry, Charles ; Xu, Damo",Elsevier,Immunobiology,0171-2985,Journal article,Interleukin-33 promoting Th1 lymphocyte differentiation dependents on IL-12,01/01/2016,COAF,,,Arthritis Research UK,,,18912,,,01/05/2016,,,,GBP,1593.48,1593.48,,,Pre-payment discount,,,,,,
University of Glasgow,30/11/2015,"McCutcheon, Miss Valerie",Infrastructure and Environment,,,,"Pearce, Christopher",Elsevier,International Journal of Solids and Structures,0020-7683,Journal article,3D heirarchical finite element implementation of perturbation-based stochastic multi-scale computational homogenization method for woven textile composites,01/01/2015,RCUK,,,EPSRC,,,EP/K026925/1,,,01/05/2016,,,,GBP,2500.32,2500.32,,,Pre-payment discount,,,,,,
University of Glasgow,10/12/2015,"Smith, Mrs Annette",Institute of Biodiversity Animal Health and Comparative Medicine,,,,"Cleaveland, Sarah",Elsevier,Vaccine,0264-410X,Journal article,A field vaccine trial in Tanzania demonstrates partial protection against malignant catarrhal fever in cattle,01/01/2016,RCUK,,,BBSRC,,,BB/H009035/1,,,01/05/2016,,,,GBP,1394.19,1394.19,,,,,,,,,
University of Glasgow,23/10/2015,"Cairney, Mrs Marie",Statistics,,,10.3389/fbioe.2015.00180,"Macdonald, Benn ; Husmeier, Dirk",Frontiers,Frontiers in Bioengineering and Biotechnology,2296-4185,Journal article,Gradient matching methods for computational inference in mechanistic models for systems biology: a review and comparative analysis,01/01/2015,RCUK,,,EPSRC,,,EP/L020319/1,,,01/04/2016,,,,GBP,1109.59,924.66,184.93,,Pre-payment discount,,,CC BY,,,
University of Glasgow,02/07/2015,"Cairney, Mrs Marie",Institute of Infection Immunity and Inflammation,PMC4561815,26441961,10.3389/fimmu.2015.00456,"Macleod, Megan K.L.",Frontiers,Frontiers in Immunology,1664-3224,Journal article,Development and function of protective and pathologic memory CD4 T cells,09/01/2015,COAF,,,Arthritis Research UK,Arthritis Research UK,Arthritis Research UK,3628/MP/19905,20339,20339,01/01/2016,,,,GBP,907.24,907.24,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,13/10/2015,"Meyering, Ms Mary Anne",Institute of Infection Immunity and Inflammation,PMC4561360,26441645,10.3389/fphar.2015.00185,"Kalejaiye, Titilola D. ; De Koning, Harry P.",Frontiers,Frontiers in Pharmacology,1663-9812,Journal article,The ever unfolding story of cAMP signaling in trypanosomatids: vive la difference!,01/01/2015,COAF,,,Wellcome Trust,Wellcome Trust,Wellcome Trust,096984/Z/11/Z,096984/Z/11/Z,085349/Z/08/Z,01/05/2016,,,,GBP,1111.5,1111.5,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,25/08/2015 13:57,"Smith, Mrs Annette",College of Medical Veterinary and Life Sciences ; Institute of Neuroscience and Psychology,,,10.2217/fnl.15.29,"Gadalla, Kamal K. E. ; Hector, Ralph D. ; Bahey, Noha G. ; Bailey, Mark E.S. ; Cobb, Stuart R.",Future Medicine,Future Neurology,1479-6708,Journal article,Gene therapy for Rett syndrome: prospects and challenges,01/01/2015,,,,Scottish Executive Health Department (SEHHD-CSO),Wellcome Trust,,ETM/334,065751/Z/01/Z/J,,,,,,GBP,2040,2040,,,Pre-payment discount,,,,,,
University of Glasgow,28/07/2015,"Meyering, Ms Mary Anne",Electronics and Nanoscale Engineering,,,10.1109/tthz.2015.2463673,"Escorcia Carranza, Ivonne ; Grant, James ; Cumming, David R.S.",IEEE,IEEE Transactions on Terahertz Science and Technology,2156-342X,Journal article,Metamaterial based terahertz imaging,23/11/2015,RCUK,,,EPSRC,EPSRC,EPSRC,EP/I017461/1,EP/J018678/1,EP/J018678/1,01/02/2016,,,,GBP,153.16,127.63,25.53,,Pre-payment discount,,,,,,
University of Glasgow,23/07/2015,"Meyering, Ms Mary Anne",School of Computing Science,,,10.4018/ijmhci.2016070101.oa,"Murray-Smith, Roderick",IGI Global,International Journal of Mobile Human Computer Interaction,1942-390X,Journal article,Investigating UI displacements in an Adaptive Mobile Homescreen,01/01/2015,RCUK,,,EPSRC,EPSRC,EPSRC,EP/P505534/1,EP/P505534/1,EP/P505534/1,01/01/2016,,,,GBP,1153.55,961.29,192.26,,Pre-payment discount,,,CC BY,,,
University of Glasgow,15/07/2015,"Meyering, Ms Mary Anne",School of Physics and Astronomy,,,10.1088/0264-9381/32/17/175005,"Barr, Bryan ; Bell, Angus ; Graef, Christian ; Hild, Stefan ; Huttner, Sabina ; Messenger, Chris ; Pitkin, Matthew ; Sorazu, Borja",Institute of Physics Publishing,Classical and Quantum Gravity,0264-9381,Journal article,Upper limit to the transverse to longitudinal motion coupling of a waveguide mirror,01/01/2015,RCUK,,,STFC,,,ST/L000946/1,,,01/02/2016,,,,GBP,2040,2040,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,01/10/2015,"Cairney, Mrs Marie",School of Physics and Astronomy,,,10.1088/0264-9381/32/21/215012,"Powell, Jade ; Heng, Ik Siong",Institute of Physics Publishing,Classical and Quantum Gravity,0264-9381,Journal article,Classification methods for noise transients in advanced gravitational-wave detectors,01/01/2015,RCUK,,,STFC,,,ST/L000946/1,,,01/04/2016,,,,GBP,2040,2040,,,Pre-payment discount,,,CC BY,,,
University of Glasgow,19/06/2015,"Smith, Mrs Annette",School of Physics and Astronomy,,,10.1088/0268-1242/30/4/045006,"Laroze, D.",Institute of Physics Publishing,Semiconductor Science & Technology,0268-1242,Journal article,The effects of the intense laser and homogeneous electric fields on the electronic and intraband optical properties of a GaAs/Ga0.7 Al0.3As quantum ring,04/01/2015,RCUK,,,EPSRC,,,EP/L002922/1,,,01/01/2016,,,,GBP,2040,2040,,,,,,CC BY,,,
University of Glasgow,21/10/2015,"Meyering, Ms Mary Anne",Electronics and Nanoscale Engineering,,,10.1088/0957-4484/26/48/482501,"Heidari, Hadi ; Dahiya, Ravinder",Institute of Physics Publishing,Nanotechnology,0957-4484,Journal article,Multiple facets of tightly coupled transducer-transistor structures,04/12/2015,RCUK,,,EPSRC,EPSRC,,EP/M002527/1,EP/M002519/1,,01/04/2016,,,,GBP,2040,2040,,,,,,CC BY,,,
University of Glasgow,01/12/2015,"Meyering, Ms Mary Anne",Systems Power and Energy,,,10.1088/0964-1726/25/1/015015,"Harrison, Philip",Institute of Physics Publishing,Smart Materials and Structures,0964-1726,Journal article,Equi-biaxial tension tests on magneto-rheological elastomers,01/01/2016,RCUK,,,EPSRC,,,EP/H016619/3,,,01/05/2016,,,,GBP,2040,2040,,,,,,CC BY,,,
