"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"1530","1530","1530","GBP","10.1098/rstb.2016.0159","2016-12-23","2016-11-29","0962-8436","Cardiff University","Philosophical transactions of the Royal Society B","","","","The Royal Society","2016","Journal Article/Review","0","","2016","","1794.13"
"","1530","1530","GBP","10.1098/rsbl.2016.0181","2016-10-06","2016-10-06","1744-957X","Lancaster University","Biology Letters","CC BY","","","The Royal Society","2016","Journal Article/Review","0","2016","2016","","1732.28"
"1530","1530","1530","USD","10.1098/rsif.2016.0296","2016-07-01","2015-12-18","1553-734X","Queen Mary, University of London","Journal of the Royal Society Interface","","","","The Royal Society","2016","Journal Article/Review","0","2016","2016","","1374.05"
"","1530","1530","","10.1098/rstb.2015.0263","2016-04-22","2016-03-01","","University of Cambridge","Philosophical Transactions of the Royal Society B: Biological Sciences","","","","Royal Society Publishing","2016","","0","","2016","","1953.15"
"","1530","1530","","10.1098/rspb.2016.0383","2016-04-22","2016-04-15","","University of Cambridge","Proceedings of the Royal Society B - Biological Sciences","","","","Royal Society Publishing","2016","","0","","2016","","1953.15"
"1530","1530","1530","GBP","10.1098/rstb.2016.0042","2016-11-04","2016-10-28","0962-8452","University of Exeter","Proceedings of the Royal Society B","CC BY","","","The Royal Society","2016","Journal Article/Review","0","2016","2016","","1722.82"
"","1523.16","1523.16","","10.1109/tbme.2016.2590498","2016-07-29","2016-07-11","","University of Cambridge","IEEE Transactions of Biomedical Engineering","","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","","0","","2016","","1804.69"
"","","","","","","","","","","","","","","","","","","","",""
"","1510.91","1510.91","","10.3389/fpsyg.2015.00972","2016-02-26","2015-07-06","","University of Cambridge","Frontiers in Psychology","","","","Frontiers Media SA","2016","","0","","2016","","1918.74"
"2088","1507.21","1507.21","USD","10.1016/j.bone.2015.11.019","2016-01-18","2015-11-30","8756-3282","Queen Mary, University of London","Bone","CC BY","","","Elsevier BV","2016","Journal Article/Review","0","2015","2016","","1917.0"
"2000","1506.22","1506.22","AUD","10.7150/jca.15055","2016-09-29","2016-08-17","1837-9664","Cardiff University","Journal of Cancer","","","","Ivyspring International Publisher","2016","Journal Article/Review","0","","2016","","1365.93"
"1872","1503.25","1503.25","USD","10.1088/1367-2630/18/11/113021","2016-12-07","2016-10-20","","UCL","New Journal of Physics","","","","IOP Publishing","2016","Journal Article/Review","0","","2016","","1744.64"
"1500.3","1500.3","1500.3","GBP","10.1111/beer.12142","2016-12-16","2016-11-22","0962-8770","Cardiff University","Business Ethics: A European Review","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","1788.41"
"","","","","","","","","","","","","","","","","","","","",""
"","1500","1500","","10.1002/path.4754","2016-07-01","2016-11-01","","King's College London","J Pathol. 2016  Sep;240(1):61-71","","","","Wiley-Blackwell","2016","","0","","2016","","1789.34"
"","","","","","","","","","","","","","","","","","","","",""
"","1500","1500","","10.1111/jnc.13927","2016-12-19","2016-12-19","","King's College London","Journal of Neurochemistry","","","","Wiley-Blackwell","2016","","0","","2016","","1782.74"
"1500","1500","1500","GBP","10.1038/ncomms13994","","2016-11-02","2041-1723","Plymouth University","Nature Communications","CC BY","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1830.43"
"1800","1500","1500","USD","10.1111/joa.12485","2016-03-21","2016-03-21","","Queen Mary, University of London","Journal of Anatomy","CC BY","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","2016","","1597.02"
"1800","1500","1500","USD","10.1002/path.4727","2016-04-07","2016-04-07","","Queen Mary, University of London","Journal of Pathology","CC BY","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","2016","","1583.95"
"1800","1500","1500","USD","10.1002/jor.23229","2016-03-22","2016-04-23","","Queen Mary, University of London","Journal of Orthopaedic Research","CC BY","","","Wiley-Blackwell","2016","Journal Article/Review","0","2016","2016","","1605.42"
"1800","1500","1500","USD","10.1112/jlms.12005","2016-11-30","2016-10-21","","Queen Mary, University of London","Journal of the London Mathematical Society","CC BY","","","Wiley-Blackwell","2016","Journal Article/Review","0","2017","2016","","1692.52"
"1500","1500","1500","GBP","10.1111/1758-5899.12382","2016-10-10","2016-10-07","","UCL","Global Policy","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","1665.37"
"1500","1500","1500","GBP","10.1111/1468-2427.12437","2016-10-31","2016-06-22","","UCL","International Journal of Urban and Regional Research","","","","Wiley-Blackwell","2016","Journal Article/Review","0","","2016","","1665.74"
"","1500","1500","","10.1180/minmag.2016.080.107","2016-07-13","2016-05-06","","University of Cambridge","Mineralogical Magazine","","","","GeoScienceWorld","2016","","0","","2016","","1798.6"
"","1500","1500","","10.1242/dev.145177","2016-12-19","2016-12-15","","University of Cambridge","Development","","","","Company of Biologists","2016","","0","","2016","","1782.74"
"","","","","","","","","","","","","","","","","","","","",""
"","1500","1500","GBP","10.1111/ejss.12403","2016-12-09","2016-12-09","","University of Liverpool","European Journal of Soil Science","CC BY","","","Wiley-Blackwell","2016","","0","","2016","","1787.1"
"","1500","1500","GBP","10.1111/febs.14007","2017-01-16","2017-01-16","","University of Liverpool","The FEBS Journal ","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","1708.27"
"","1500","1500","GBP","10.1111/joa.12602","2017-01-27","2017-01-27","","University of Liverpool","Journal of Anatomy","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","1761.18"
"","1500","1500","GBP","10.1002/cssc.201601398","2017-02-22","2017-02-22","","University of Liverpool","ChemSusChem","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","1776.2"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1486.8","1486.8","1486.8","GBP","10.2147/amep.s116618","2016-09-27","2016-09-26","1179-7258","Cardiff University","Advances in Medical Education and Practice","","","","Dove Medical Press Ltd.","2016","Journal Article/Review","0","","2016","","1720.57"
"","1482.9","1482.9","","10.1186/s13041-016-0279-2","2016-12-12","2016-10-20","","University of Cambridge","Molecular Brain","","","","Springer Nature","2016","","0","","2016","","1767.46"
"2000","1480.676","","USD","10.1155/2016/1290561","","2016-05-09","1687-966X","Cardiff University","Stem Cells International","","","","Hindawi Publishing Corporation","2016","Journal Article/Review","0","","2016","","1806.85"
"2000","1480.676","","USD","10.1021/acscatal.6b01275","","2016-11-14","2155-5435","Cardiff University","ACS Catalysis ","","","","American Chemical Society (ACS)","2016","Journal Article/Review","0","","2016","","1806.85"
"2000","1480.676","","USD","10.1155/2015/731386","","2014-12-17","","University of Liverpool","BioMed Research International","CC BY","","","Hindawi Publishing Corporation","2016","Journal Article/Review","0","","2014","","1505.46"
"1800","1472.22","","USD","10.3791/55047","2016-11-01","2016-11-01","","University of Liverpool","JoVE (Journal of Visualized Experiments)","CC BY","","","MyJove Corporation","2016","","0","","2016","","1632.65"
"2100","1470.9","1470.9","USD","10.1109/tsp.2015.2512562","2016-02-15","2015-12-18","1053-587X","Queen Mary, University of London","IEEE Transactions on Signal Processing","","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","2016","2016","","1878.35"
"1461.29","1461.29","1461.29","USD","10.1103/physrevb.94.180101","2016-10-19","2016-10-10","","UCL","Physical Review B","","","","American Physical Society (APS)","2016","Journal Article/Review","0","","2016","","1330.99"
"","1457.4","1457.4","","10.1186/s12884-016-1148-9","2016-11-15","2016-11-10","","King's College London","BMC Pregnancy and Childbirth ","","","","Springer Nature","2016","","0","","2016","","1682.17"
"","","","","","","","","","","","","","","","","","","","",""
"","1457.4","1457.4","","10.1186/s12864-016-3440-5","2016-12-21","2016-12-20","","University of Cambridge","BMC Genomics","","","","Springer Nature","2016","","0","","2016","","1730.06"
"","1457.4","1457.4","GBP","10.1186/s12862-015-0534-7","2015-12-23","2015-12-23","","University of Liverpool","BMC Evolutionary Biology","CC BY","","","Springer Nature","2016","Journal Article/Review","0","","2015","","1988.27"
"","1457.4","1457.4","GBP","10.1186/s12859-016-1407-9","2016-12-05","2016-12-05","","University of Liverpool","BMC Bioinformatics","CC BY","","","Springer Nature","2016","","0","","2016","","1731.54"
"","1457.4","1457.4","GBP","10.1186/s12866-016-0916-z","2016-12-19","2016-12-19","","University of Liverpool","BMC Microbiology","CC BY","","","Springer Nature","2016","","0","","2016","","1732.11"
"","1457.4","1457.4","GBP","10.1186/s12992-017-0231-y","2017-01-13","2017-01-13","","University of Liverpool","Globalization and Health","CC BY","","","Springer Nature","2016","","0","","2017","","1664.69"
"","1457.4","1457.4","GBP","10.1186/s12889-017-4055-8","2017-01-16","2017-01-16","","University of Liverpool","BMC Public Health","","","","Springer Nature","2016","","0","","2017","","1659.76"
"","1457.4","1457.4","GBP","10.1186/s13063-016-1327-z","2017-02-10","2017-02-10","","University of Liverpool","Trials","CC BY","","","Springer Nature","2016","","0","","2017","","1708.76"
"","1449.63","1449.63","","10.2147/amep.s121654","2016-12-15","2016-12-06","1179-7258","Imperial College London","Advances in Medical Education and Practice","NYP","","","Dove Medical Press Ltd.","2016","Journal Article/Review","0","","2016","","1734.05"
"1495","1448.76","1448.76","USD","10.1371/journal.pone.0167574","2016-12-05","2016-11-28","1932-6203","Cardiff University","PLoS One","","","","Public Library of Science (PLoS)","2016","Journal Article/Review","0","","2016","","1396.94"
"1448.4","1448.4","1448.4","GBP","10.1186/s13012-016-0376-8","2016-02-03","2015-09-09","","UCL","Implementation Science","CC BY","","","Springer Nature","2016","Journal Article/Review","0","2016","2016","","1922.74"
"","1448.25","1448.25","GBP","10.1111/tops.12265","2017-02-20","2017-02-20","","University of Liverpool","Topics in Cognitive Science","CC BY","","","Wiley-Blackwell","2016","","0","","2017","","1700.92"
"","1445.06","1445.06","","10.1103/physrevfluids.1.081201","2016-11-25","2016-11-18","","University of Cambridge","Physical Review Fluids","","","","American Physical Soceity","2016","","0","","2016","","1696.44"
"","1444.85","1444.85","","10.1103/physrevd.93.074509","","2016-04-05","1550-7998","University of Glasgow","Physical Review D","CC BY","","","American Physical Society (APS)","2016","Journal Article/Review","0","2016","2016","","1763.13"
"","1443.53","1443.53","GBP","10.1103/physrevfluids.2.034602","2017-02-08","2017-02-08","","University of Liverpool","Physical Review Fluids","CC BY","","","American Physical Society (APS)","2016","","0","","2017","","1692.0"
"","1440","1440","","10.1098/rsob.160157","2016-10-06","2016-08-26","","King's College London","Open Biology","","","","The Royal Society","2016","","0","","2016","","1630.38"
"","1440","1440","","10.1038/tp.2016.271","2016-12-07","2016-11-24","","University of Cambridge","Translational Psychiatry","","","","Springer Nature","2016","","0","","2016","","1692.23"
"","","","","","","","","","","","","","","","","","","","",""
"","1439.03","1439.03","GBP","10.1103/physrevb.95.115201","2017-02-13","2017-02-13","","University of Liverpool","Physical Review B","CC BY","","","Copyright Clearance Center","2016","","0","","2017","","1695.17"
"","1431.59","1431.59","GBP","10.1103/physrevfluids.2.031901","2017-02-02","2017-02-02","","University of Liverpool","Physical Review Fluids","CC BY","","","American Physical Society (APS)","2016","","0","","2017","","1663.32"
"","1428.68","1428.68","","10.1109/tthz.2016.2634547","2016-12-16","2016-11-29","2156-342X","Imperial College London","IEEE Transactions on Terahertz Science and Technology","NYP","","","Institute of Electrical and Electronics Engineers (IEEE)","2016","Journal Article/Review","0","","2016","","1703.04"
"","","","","","","","","","","","","","","","","","","","",""
"","1417.87","1417.87","","10.1016/j.jecp.2015.09.022","2016-01-21","2015-10-03","","University of Cambridge","Journal of Experimental Child Psychology","","","","Elsevier BV","2016","","0","","2016","","1837.05"
"","1417.87","1417.87","","10.1016/j.respol.2015.10.001","2016-01-09","2015-10-21","","University of Cambridge","Research Policy","","","","Elsevier BV","2016","","0","","2016","","1902.7"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1404","1404","1404","GBP","10.1088/1748-9326/11/3/034012","2016-04-15","2016-02-26","1748-9326","University of Exeter","Environmental Research Letters","CC BY","","","IOP Publishing","2016","Journal Article/Review","0","2016","2016","","1764.37"
"","","","","","","","","","","","","","","","","","","","",""
"1397.4","1397.4","1397.4","GBP","10.1186/s12889-016-3846-7","2016-12-08","2016-07-11","","UCL","BMC Public Health","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1644.1"
"","","","","","","","","","","","","","","","","","","","",""
"1397.4","1397.4","1397.4","GBP","10.1186/s12884-016-1098-2","2016-10-13","2015-10-23","","UCL","BMC Pregnancy and Childbirth","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1545.28"
"1397.4","1397.4","1397.4","GBP","10.1186/s13728-016-0051-3","2016-10-14","2016-07-26","","UCL","Extreme Physiology & Medicine","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1554.22"
"1397.4","1397.4","1397.4","GBP","10.1186/s12885-016-2856-2","2016-10-21","2016-04-20","","UCL","BMC Cancer","","","","Springer Nature","2016","Journal Article/Review","0","","2016","","1564.49"
