"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"9061","Sustainability","","http://www.mdpi.com/journal/sustainability","MDPI AG","English","2071-1050","","economic sustainability,social sustainability,air pollution,climate change,biodiversity crisis,drought",2009,NA,"2009-04-17T18:28:59Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Switzerland","Y","http://www.mdpi.com/journal/sustainability/instructions","by","Yes"
"9062","Revista Virtual de Química","","http://www.uff.br/RVQ/index.php/rvq","Sociedade Brasileira de Química","Portuguese,English","1984-6835","","biochemistry,organic chemistry,materials",2009,NA,"2009-04-21T10:36:40Z","Chemistry,Science,Chemistry (General),Chemistry","Brazil","N","http://www.uff.br/RVQ/index.php/rvq/about/submissions#authorGuidelines","by-nc-sa","Yes"
"9063","Revista Lusófona de Educação","","http://revistas.ulusofona.pt/index.php/rleducacao","Edições Universitárias Lusófonas","Portuguese,English","1645-7250","1646-401X","teachers,policy education,globalization,research",2003,NA,"2009-04-28T12:43:14Z","Education (General),Education,Education,Social Sciences","Portugal","Y","http://revistas.ulusofona.pt/index.php/rleducacao/about/submissions#authorGuidelines","","Yes"
"9064","Intercâmbio","","http://ler.letras.up.pt/site/default.aspx?qry=id04id1184&sum=sim","Universidade do Porto","Portuguese,French","0873-366X","","French studies,French language,culture,literature,",2007,NA,"2009-04-28T14:03:43Z","French literature - Italian literature - Spanish literature - Portuguese literature,Language and Literature,Languages and Literatures","Portugal","N","http://ler.letras.up.pt/site/default.aspx?qry=id04id1184&sum=sim","","Yes"
"9065","1611 : Revista de Historia de la Traducción","1611 : Journal of Translation History","http://www.traduccionliteraria.org/1611/index.htm","Universitat Autónoma de Barcelona","Catalan,Spanish,English","1988-2963","","translation studies,translation history,literature,Hispanic cultures",2007,NA,"2009-04-29T17:32:31Z","Language and Literature,Languages and Literatures,Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Spain","N","http://www.traduccionliteraria.org/1611/intro.htm","","Yes"
"9066","Advances in Hematology","","http://www.hindawi.com/journals/ah/","Hindawi Publishing Corporation","English","1687-9104","1687-9112","hematology",2009,NA,"2009-04-30T09:22:41Z","Diseases of the blood and blood-forming organs,Specialties of internal medicine,Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/ah/apc/","by","Yes"
"9067","International Journal of Zoology","","http://www.hindawi.com/journals/ijz/","Hindawi Publishing Corporation","English","1687-8477","1687-8485","zoology",2009,NA,"2009-04-30T09:59:25Z","Zoology,Science,Zoology,Biology,Biology and Life Sciences","Egypt","Y","http://www.hindawi.com/journals/ijz/apc/","by","Yes"
"9068","Teocomunicação","","http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo","Pontifícia Universidade Católica do Rio Grande do Sul","Portuguese","0103-314X","1980-6736","theology,religion,christianity",2005,NA,"2007-10-02T16:49:05Z","Doctrinal Theology,Philosophy. Psychology. Religion,Religion,Philosophy and Religion","Brazil","N","http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/submissions","by-nc-nd","Yes"
"9069","Alizés : Revue Angliciste de la Réunion","","http://oracle-reunion.pagesperso-orange.fr/documents/26.html","Université de La Réunion","English,French","1155-4363","","cultural studies,art,linguistics",1996,NA,"2007-10-03T14:17:31Z","Literature (General),Language and Literature,Languages and Literatures","France","N","http://oracle-reunion.pagesperso-orange.fr/documents/26.html","","Yes"
"9070","Journal of Biological Engineering","","http://www.jbioleng.org/home","BioMed Central","English","1754-1611","","synthetic biology,cellular design,bioproduction,ecological engineering,environmental engineering,biological engineering education,the biodesign process",2007,NA,"2007-10-15T09:18:26Z","Engineering (General). Civil engineering (General),Technology,General and Civil Engineering,Technology and Engineering,Biology (General),Science,Biology,Biology and Life Sciences","United Kingdom","Y","http://www.jbioleng.org/about/apcfaq","by","Yes"
"9071","Profile Issues in Teachers' Professional Development","","http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-0790&nrm=iso","Universidad Nacional de Colombia","English","1657-0790","","teaching methods,curriculum",2005,NA,"2007-10-26T08:43:08Z","Theory and practice of education,Education,Education,Social Sciences","Colombia","N","http://www.scielo.org.co/revistas/prf/iinstruc.htm","by","Yes"
"9072","Cyberpsychology : Journal of Psychosocial Research on Cyberpspace","","http://www.cyberpsychology.eu","Masaryk University","English","1802-7962","","interdisciplinary studies,sociology,media studies",2007,NA,"2007-10-29T16:06:13Z","Communication. Mass media,Philology. Linguistics,Language and Literature,Media and communication,Social Sciences,Psychology,Philosophy. Psychology. Religion,Psychology,Social Sciences","Czech Republic","N","http://www.cyberpsychology.eu/submission.php","","Yes"
"9073","Terapia Psicológica","","http://www.redalyc.org/revista.oa?id=785","Sociedad Chilena de Psicología Clínica","Spanish,English","0716-6184","0718-4808","clinical psychology",2003,NA,"2007-11-02T14:45:03Z","Psychology,Philosophy. Psychology. Religion,Psychology,Social Sciences","Chile","N","http://redalyc.org/redalyc/media/normas/normcol785.html","","Yes"
"9074","Island Studies Journal","ISJ","http://www.islandstudies.ca/journal","University of Prince Edward Island","English","1715-2593","","island studies,geography,nissology",2006,NA,"2007-11-08T17:21:00Z","Political science (General),Political science,Political Science,Law and Political Science,Geography (General),Geography. Anthropology. Recreation,Geography,Earth and Environmental Sciences","Canada","CON","http://www.islandstudies.ca/guidelines_instructions.html","by-nc-nd","Yes"
"9075","Film-Philosophy","Filmphilosphy","http://www.film-philosophy.com","Open Humanities Press","English,French","1466-4615","","film,philosophy,aesthetics,world cinema",2006,NA,"2007-11-14T16:49:29Z","Motion pictures,Drama,Literature (General),Language and Literature,Performing Arts,Arts and Architecture,Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","United Kingdom","N","http://www.film-philosophy.com/index.php/f-p/about/submissions/","","Yes"
"9076","História","","http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-9074&lng=en&nrm=iso","Universidade Estadual Paulista","Portuguese,Spanish,English","0101-9074","1980-4369","modern history",2003,NA,"2007-11-15T13:03:13Z","History (General),History (General) and history of Europe,History,History and Archaeology","Brazil","N","http://www.scielo.br/revistas/his/iinstruc.htm","by-nc","Yes"
"9077","The Cryosphere Discussions","TCD","http://www.the-cryosphere-discuss.net/papers_in_open_discussion.html","Copernicus Publications","English","1994-0432","1994-0440","ice sheets and glaciers,planetary ice bodies,permafrost,river and lake ice,seasonal snowcover,sea ice,interactions cryosphere - climate system,oceanography",2007,NA,"2007-11-16T09:28:51Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences,Meteorology. Climatology,Physics,Science,Meteorology and Climatology,Earth and Environmental Sciences","Germany","Y","http://www.the-cryosphere.net/submission/service_charges.html","by","Yes"
"9078","Tempo","","http://www.scielo.br/scielo.php?script=sci_serial&lng=pt&pid=1413-7704&nrm=iso","Universidade Federal Fluminense","Portuguese","1413-7704","1980-542X","social history,economic history,politics",2005,NA,"2007-11-19T13:17:39Z","History (General),History (General) and history of Europe,History,History and Archaeology","Brazil","N","http://www.scielo.br/revistas/tem/pinstruc.htm","by-nc","Yes"
"9079","Malaysian Journal of Medical Sciences","","http://www.bioline.org.br/mj","Universiti Sains Malaysia","English","1394-195X","","health sciences,Malaysia",2002,NA,"2007-11-20T17:26:58Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Malaysia","N","http://www.bioline.org.br/info?id=mj&doc=instr","","Yes"
"9080","East and Central African Journal of Surgery","","http://www.bioline.org.br/js","Association of Surgeons of East Africa and College of Surgeons of East Central and Southern Africa","English","1024-297X","2073-9990","medicine,critical care,trauma,surgical practice",1999,NA,"2007-11-21T17:23:52Z","Surgery,Medicine,Surgery,Medicine (General),Health Sciences","Uganda","N","http://www.bioline.org.br/info?id=js&doc=instr","","Yes"
"9081","Open Civil Engineering Journal","","http://www.bentham.org/open/tociej/","Bentham open","English","1874-1495","","engineering,materials",2007,NA,"2007-12-04T10:49:54Z","Engineering (General). Civil engineering (General),Technology,General and Civil Engineering,Technology and Engineering","United States","Y","http://www.benthamscience.com/open/tociej/MSandI.htm","","Yes"
"9082","Image","Journal of Interdisciplinary Image Science","http://www.gib.uni-tuebingen.de/image","Herbert von Halem Verlag, Köln","German,English,French","1614-0885","","visual representations,image science",2005,NA,"2007-11-26T11:45:48Z","Visual arts,Fine Arts,Visual Arts,Arts and Architecture","Germany","N","http://www.gib.uni-tuebingen.de/image/richtlinien","","Yes"
"9083","Revista de la Lista Electrónica Europea de Música en la Educación","Electronic Journal of Music in Education","http://musica.rediris.es/leeme/index.html","Universidad de La Rioja and Jesús Tejada","Spanish,English,Portuguese,Italian","1575-9563","","music education,research,methods,music",1998,NA,"2007-11-27T14:34:41Z","Musical instruction and study,Music and books on Music,Music,Arts and Architecture,Special aspects of education,Education,Education,Social Sciences","Spain","N","http://musica.rediris.es/leeme/revista/normas.pdf","","Yes"
"9084","LEMIR : Revista de Literatura Española Medieval y Renacimiento","","http://parnaseo.uv.es/lemir.htm","Universidad de Valencia","Spanish,English,French,Catalan","1579-735X","","Spanish medieval literature,Spanish Renaissance literature",1996,NA,"2007-11-28T14:31:24Z","French literature - Italian literature - Spanish literature - Portuguese literature,Language and Literature,Languages and Literatures","Spain","N","http://parnaseo.uv.es/Lemir/Normas_ed.html","","Yes"
"9085","Journal of Historical Biography","","http://www.ufv.ca/jhb","University of the Fraser Valley","English","1911-8538","","biography,autobiography,biographical portraits",2007,NA,"2007-12-17T16:03:05Z","History (General),History (General) and history of Europe,History,History and Archaeology","Canada","N","http://www.ufv.ca/jhb/submissions.html#Submission","by-nc-nd","Yes"
"9086","European Journal of Legal Studies","EJLS","http://www.ejls.eu/index.php?","European University Institute","all EU official languages","1973-2937","","legal theory,comparative law,European law,international law",2007,NA,"2007-12-18T17:17:45Z","Law in general. Comparative and uniform law. Jurisprudence,Law,Law,Law and Political Science","Italy","N","http://www.ejls.eu/index.php?mode=authors","","Yes"
"9087","Italian Journal of Animal Science","","http://www.aspajournal.it/index.php/ijas","PAGEPress Publications","English","1594-4077","1828-051X","genetics,agriculture,veterinary sciences,animal production",2002,NA,"2007-12-28T13:20:59Z","Animal culture,Agriculture,Animal Sciences,Agriculture and Food Sciences","Italy","Y","http://www.aspajournal.it/index.php/ijas/about/submissions","by-nc","Yes"
"9088","International Journal of Mental Health Systems","","http://www.ijmhs.com/","BioMed Central","English","1752-4458","","mental illness,human resource development,mental health service design",2007,NA,"2008-01-08T13:15:01Z","Psychiatry,Neurology. Diseases of the nervous system,Neurosciences. Biological psychiatry. Neuropsychiatry,Internal medicine,Medicine,Psychiatry,Medicine (General),Health Sciences","United Kingdom","Y","http://www.ijmhs.com/about#apc","by","Yes"
"9089","SOLA : Scientific Online Letters on the Atmosphere","","http://www.jstage.jst.go.jp/browse/sola/","Meteorological Society of Japan","English","1349-6476","","atmospheric sciences",2005,NA,"2008-01-10T14:12:56Z","Meteorology. Climatology,Physics,Science,Meteorology and Climatology,Earth and Environmental Sciences","Japan","NY","https://www.jstage.jst.go.jp/browse/sola/","","Yes"
"9090","Phares : Revue Philosophique Étudiante de l’Université Laval","","http://www.ulaval.ca/phares/","Université Laval","French","1496-8533","","history of philosophy,culture",2001,NA,"2008-01-11T14:11:06Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Canada","N","http://www.ulaval.ca/phares/a-venir.html","","Yes"
"9091","SaBios : Revista de Saúde e Biologia","","http://www.revista.grupointegrado.br/sabios/index.php","Faculdade Integrado de Campo Mourão","Portuguese,English","1980-0002","","health education,biology,Brazil",2006,NA,"2008-01-14T15:43:11Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","Brazil","N","http://revista.grupointegrado.br/revista/index.php/sabios2/about/submissions#authorGuidelines","","Yes"
"9092","Code4Lib Journal","Code for Lib Journal","http://journal.code4lib.org","Code4Lib","English","1940-5758","","library technology innovation",2007,NA,"2008-01-15T14:33:29Z","Bibliography. Library science. Information resources,Library and Information Science,Social Sciences","United States","N","http://journal.code4lib.org/article-guidelines","by","Yes"
