"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29514179,"Bioinformatics (Oxford, England)",0,7/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/bioinformatics/bty125","1367-4803",,"AltHapAlignR: improved accuracy of RNA-seq analyses through the use of alternative haplotypes","COAF",,"Unknown","Wellcome Trust","204969/Z/16/Z","Arthritis Research UK",20773,,,Mar-18,1850,"GBP","£1,850.00",,,"£1,850.00",,"CC BY",,"Unknown"
29476911,"NeuroImage",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroimage.2018.01.053 ","1053-8119",,"Disambiguating brain functional connectivity","COAF",,"Unknown","Wellcome Trust","203139/Z/16/Z",,"098369/Z/12/Z",,,Mar-18,2651.16,"EUR","£2,835.97",,,"£2,835.97",,"CC BY",,"Unknown"
29522945,"Journal of affective disorders",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jad.2018.02.052","0165-0327",,"Association between major depressive episode and risk of type 2 diabetes: A large prospective cohort study in Chinese adults","COAF",,"Unknown","Wellcome Trust","202922/Z/16/Z","British Heart Foundation","088158/Z/09/Z",,"RE/13/1/30181",Mar-18,2827.91,"EUR","£3,025.04",,,"£3,025.04",,"CC BY",,"Unknown"
29554541,"Cortex; a journal devoted to the study of the nervous system and behavior",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cortex.2018.02.007 ","0010-9452",,"Facilitation of motor excitability during listening to spoken sentences is not modulated by noise or semantic coherence","COAF",,"Unknown","Wellcome Trust","WT091070AIAG1000566",,,,,Mar-18,2651.16,"EUR","£2,835.97",,,"£2,835.97",,"CC BY",,"Unknown"
29656924,"Molecular cell",0,4/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.molcel.2018.03.010","1097-2765",,"Cell-cycle modulation of transcription termination factor Sen1","COAF",,"Unknown","Wellcome Trust","089038/Z/09/Z",,"091805/Z/10/Z",,,Jul-18,4595.35,"EUR","£4,880.45",,,"£4,880.45",,"CC BY",,"Unknown"
29538649,"Cardiovascular research",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cvr/cvy061 ","0008-6363",,"Slit-Robo signalling in heart development","COAF",,"Unknown","British Heart Foundation","PG/15/50/31594",,,,,Apr-18,2150,"GBP","£2,150.00",,,"£2,150.00",,"CC BY",,"Unknown"
29654442,"Clinical child and family psychology review",0,9/1/2018,"Springer Nature","Unknown","Unknown",0,0,"10.1007/s10567-018-0258-5","1096-4037",,"Understanding social anxiety disorder in adolescents and improving treatment outcomes: Applying the cognitive model of Clark & Wells (1995)","COAF",,0,"Wellcome Trust","102176/Z/13/Z",,"WT069777",,,Mar-18,0,"EUR",£0.00,,"Springer Scheme",£0.00,,"CC BY",,0
29501875,"NeuroImage",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroimage.2018.02.062 ","1053-8119",,"Recovering task fMRI signals from highly under-sampled data with low-rank and temporal subspace constraints","COAF",,"Unknown","Wellcome Trust","203139/Z/16/Z",,"202788/Z/16/Z",,,Mar-18,2651.16,"EUR","£2,810.17",,,"£2,810.17",,"CC BY",,"Unknown"
29471028,"Behavioural brain research",0,12/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.bbr.2018.02.019 ","0166-4328",,"The structural and functional brain networks that support human social networks","COAF",,"Unknown","Wellcome Trust","WT105651MA",,,,,Mar-18,2430.23,"EUR","£2,576.00",,,"£1,288.01",,"CC BY",,"Unknown"
30294923,"Movement disorders : official journal of the Movement Disorder Society",0,10/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/mds.104","0885-3185",,"Mitochondrial dysfunction and increased glycolysis in prodromal and early Parkinson’s blood cells","COAF",,"Unknown","Parkinson's UK","J-1403","Wellcome Trust","103380Z/14/Z",,,Jul-18,0,"GBP",£0.00,,"WOAA",£0.00,,"CC BY",,"Unknown"
29487134,"The Journal of biological chemistry",0,4/1/2018,"American Society for Biochemistry & Molecular Biology (ASBMB)","cc-by","cc-by",1,0," 10.1074/jbc.RA117.000487","0021-9258",,"The N-terminal domain of a tick evasin is critical for chemokine binding and neutralization and confers specific binding activity to other evasins","COAF",,"Unknown","British Heart Foundation","CH/09/003",,"RE/13/1/30181",,,Mar-18,2000,"USD","£1,702.25",,,"£1,702.25",,"CC BY",,"Unknown"
29567296,"Bioorganic & medicinal chemistry",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.bmc.2018.03.020","0968-0896",,"Discovery of a novel allosteric inhibitor scaffold for polyadenosine-diphosphate-ribose polymerase 14 (PARP14) macrodomain 2","COAF","RCUK","Unknown","Wellcome Trust","106169/ZZ14/Z ","EPSRC","EP/L015838/1",,,Mar-18,2076.74,"EUR","£2,201.30",,,"£1,100.65",,"CC BY",,"Unknown"
29388947,"Genetics in medicine : official journal of the American College of Medical Genetics",0,10/1/2018,"Springer Nature","Unknown","Unknown",0,0,"10.1038/gim.2017.241","1098-3600",,"Clinical whole genome sequencing from routine Formalin-fixed paraffin embedded (FFPE) specimens: pilot study for the 100,000 Genomes Project","COAF",,0,"Wellcome Trust","090532/Z/09/Z",,,,,Jan-18,2800,"GBP","£3,360.00",,,"£3,360.00",,"CC BY",,0
29655609,"Bioorganic & medicinal chemistry",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.bmc.2018.02.043","0968-0896",,"Structure activity relationship studies on rhodanines and derived enethiol inhibitors of metallo-?-lactamases","COAF",,"Unknown","Wellcome Trust","106244/Z/14/Z",,,,,Mar-18,2076.74,"EUR","£2,201.30",,,"£2,201.30",,"CC BY",,"Unknown"
29626758,"European psychiatry : the journal of the Association of European Psychiatrists",0,8/1/2018,"Elsevier BV","cc-by-nc-nd","cc-by-nc-nd",1,0,"10.1016/j.eurpsy.2018.02.007","0924-9338",,"Use of risk assessment instruments to predict violence in forensic psychiatric hospitals: a systematic review and meta-analysis","COAF",,"Unknown","Wellcome Trust","202836/Z/16/Z",,,,,Mar-18,2651.16,"EUR","£2,810.17",,,"£2,810.17",,"CC BY",,"Unknown"
29554215,"Bioinformatics (Oxford, England)",0,8/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/bioinformatics/bty157","1367-4803",,"Integrating long-range connectivity information into de Bruijn graphs","COAF",,"Unknown","Wellcome Trust","090532/Z/09/Z",,"100956/Z/13/Z",,"097310/Z/11/Z",Apr-18,1850,"GBP","£1,850.00",,,"£1,850.00",,"CC BY",,"Unknown"
29688292,"Cerebral cortex (New York, N.Y. : 1991)",0,4/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cercor/bhy068","1047-3211",,"Mathematical modelling of cortical neurogenesis reveals that the founder population does not necessarily scale with neurogenic output","COAF",,"Unknown","Wellcome Trust","092071/Z/10/Z",,,,,Apr-18,2363,"GBP","£2,363.00",,,"£1,181.50",,"CC BY",,"Unknown"
29481606,"Cerebral cortex (New York, N.Y. : 1991)",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cercor/bhy036","1047-3211",,"Subset of Cortical Layer 6b Neurons Selectively Innervates Higher Order Thalamic Nuclei in Mice","COAF","RCUK","Unknown","Wellcome Trust","092071/Z/10/Z","MRC","MR/N026039/1",,,Jun-18,2363,"GBP","£2,859.00",,,"£1,181.50",,"CC BY",,"Unknown"
29567473,"Biochemical and biophysical research communications",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.bbrc.2018.03.140","0006-291X",,"Bruton's tyrosine kinase regulates TLR7/8-induced TNF transcription via nuclear factor-?B recruitment","COAF",,"Unknown","Arthritis Research UK",20372,,,,,Mar-18,2032.56,"EUR","£2,130.01",,,"£2,130.01",,"CC BY",,"Unknown"
29688544,"Molecular biology and evolution",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/molbev/msy041","0737-4038",,"Insights into Platypus Population Structure and History from Whole-Genome Sequencing","COAF",,"Unknown","Wellcome Trust","095552/Z/11/Z",,,,,Apr-18,1450,"GBP","£1,450.00",,,"£1,450.00",,"CC BY",,"Unknown"
29653901,"European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery",0,8/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ejvs.2018.03.007","1078-5884",,"Hospitalisation and institutionalisation care costs after limb and visceral ischaemia benchmarked against stroke: Long-term results of a population-based cohort study","COAF",,"Unknown","Wellcome Trust","WT104040",,,,,Apr-18,2916.28,"EUR","£3,066.28",,,"£3,066.28",,"CC BY",,"Unknown"
29446766,"Genetics in medicine : official journal of the American College of Medical Genetics",0,10/1/2018,"Springer Nature","Unknown","Unknown",0,0,"10.1038/gim.2017.247","1098-3600",,"Are whole exome and whole genome sequencing approaches cost-effective? A systematic review of the literature","COAF",,0,"Wellcome Trust",100127,,,,,Feb-18,2800,"GBP","£3,360.00",,,"£3,360.00",,"CC BY",,0
30570466,"Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees",0,1/1/2019,"Cambridge University Press (CUP)","cc-by","cc-by",1,0,"10.1017/S0963180118000403","0963-1801",,"Regulating Genome Editing: For an Enlightened Democratic Governance","COAF",,"Unknown","Wellcome Trust","208189/Z/17/Z",,"203132/Z/16/Z",,"108623/Z/15/Z",Aug-18,1870,"GBP","£2,244.00",,,"£2,244.00",,,,"Unknown"
29574242,"International journal of food microbiology",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ijfoodmicro.2018.02.023","0168-1605",,"Comparative analysis of core genome MLST and SNP typing within a European Salmonella serovar Enteritidis Outbreak","COAF",,"Unknown","Wellcome Trust","104992/Z/14/Z",,,,,Apr-18,3579.07,"EUR","£3,717.55",,,"£3,717.55",,"CC BY",,"Unknown"
29920219,"FASEB journal : official publication of the Federation of American Societies for Experimental Biology",0,6/1/2018,"FASEB","cc-by","cc-by",1,0,"10.1096/fj.201800334","0892-6638",,"The cilia protein IFT88 regulates extracellular protease activity by optimising LRP-1-mediated endocytosis","COAF",,"Unknown","Arthritis Research UK",21621,,,,,Aug-18,2500,"USD","£2,357.75",,,"£2,357.75",,"CC BY",,"Unknown"
29584860,"Epidemiologic reviews",0,6/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/epirev/mxx016","0193-936X",,"Substance use during imprisonment in Low- and Middle-Income Countries","COAF",,"Unknown","Wellcome Trust","202836/Z/16/Z",,,,,Apr-18,2125,"GBP","£2,125.00",,,"£2,125.00",,"CC BY",,"Unknown"
29596856,"Neuropsychologia",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuropsychologia.2018.03.031","0010-9452",,"Neural signatures of Trail Making Test performance: evidence from lesion-mapping and neuroimaging studies","COAF",,"Unknown","Wellcome Trust","101253/A/13/Z",,,,,Apr-18,2165.12,"EUR","£2,276.47",,,"£2,276.47",,"CC BY",,"Unknown"
29596571,"Cardiovascular research",0,8/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/cvr/cvy078 ","0008-6363",,"Roles for Endothelial Cell and Macrophage Gch1 and Tetrahydrobiopterin in Atherosclerosis Progression","COAF",,"Unknown","British Heart Foundation","RG/12/5/29576","Wellcome Trust","RE/13/1/30181",,"090532/Z/09/Z",Apr-18,2150,"GBP","£2,150.00",,,"£2,150.00",,"CC BY",,"Unknown"
29684913,"Social science & medicine (1982)",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.socscimed.2018.04.001","0277-9536",,"Does trade liberalization reduce child mortality in low- and middle-income countries? A synthetic control analysis of 36 policy experiments, 1963-2005","COAF",,"Unknown","Wellcome Trust","WT108696MA",,,,,Apr-18,3004.65,"EUR","£3,149.80",,,"£3,149.80",,"CC BY",,"Unknown"
29767200,"Organic & biomolecular chemistry",0,5/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/c8ob00734a","1477-0520",,"NMR Analyses on N-Hydroxymethylated Nucleobases &#x2013; Implications for Formaldehyde Toxicity and Nucleic Acid Demethylases","COAF",,"Unknown","Wellcome Trust","106244/Z/14/Z",,,,,Apr-18,1600,"GBP","£1,920.00",,,"£1,920.00",,"CC BY",,"Unknown"
29928557,"AJOB neuroscience",0,1/1/2018,"Informa UK Limited","cc-by","cc-by",1,0,"10.1080/21507740.2018.1460415","1526-5161",,"Domains of Well-Being in Minimally Conscious Patients: Illuminating a Persistent Problem","COAF",,"Unknown","Wellcome Trust","203132/Z/16/Z",,,,,May-18,1788,"GBP","£1,788.00",,,"£1,788.00",,"CC BY",,"Unknown"
29654907,"Vascular pharmacology",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.vph.2018.04.002","1537-1891",,"Vascular wall regulator of G-protein signalling-1 (RGS-1) is required for angiotensin II–mediated blood pressure control","COAF",,"Unknown","British Heart Foundation","RE/13/1/30181",,"RG/12/5/29576",,,Apr-18,2651.16,"EUR","£2,753.74",,,"£2,753.74",,"CC BY",,"Unknown"
29741584,"Briefings in functional genomics",0,9/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/bfgp/ely015.","2041-2649",,"Translating GWAS in rheumatic disease: approaches to establishing mechanism and function for genetic associations with ankylosing spondylitis","COAF",,"Unknown","Wellcome Trust","204969/Z/16/Z",,,,,Apr-18,1943,"GBP","£1,943.00",,,"£1,943.00",,"CC BY",,"Unknown"
29764755,"Bioorganic & medicinal chemistry",0,7/1/2018,"Elsevier BV","Unknown","Unknown",1,0,"10.1016/j.bmc.2018.03.030","0968-0896",,"Investigations on small molecule inhibitors targeting the histone H3K4 tri-methyllysine binding PHD-finger of JmjC histone demethylases","COAF",,"Unknown","Cancer Research UK","C8717/A18245","Wellcome Trust","203141/Z/16/Z","British Heart Foundation","RE/13/1/30181",Apr-18,2076.74,"EUR","£2,166.85",,,"£2,166.85",,"CC BY",,"Unknown"
30079174,"MedChemComm",0,7/1/2018,"Royal Society of Chemistry (RSC)","cc-by","Unknown",1,1,"10.1039/C8MD00149A","2040-2503",,"A synthetic diphosphoinositol phosphate analogue of inositol trisphosphate","COAF",,"Unknown","Wellcome Trust",101010,,,,,May-18,1600,"GBP","£1,920.00",,,"£1,920.00",,"CC BY",,"Unknown"
29808844,"Nanoscale",0,6/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/c7nr09606b","2040-3364",,"111In-labelled polymeric nanoparticles incorporating a ruthenium-based radiosensitizer for EGFR-targeted combination therapy in oesophageal cancer","COAF",,"Unknown","Cancer Research UK","C5255/A15935",,"C5255/A16466",,,Apr-18,1600,"GBP","£1,920.00",,,"£1,920.00",,"CC BY",,"Unknown"
29697841,"Sleep",0,7/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/sleep/zsy079 ","0161-8105",,"Cortical region-specific sleep homeostasis in mice: effects of time of day and waking experience","COAF","RCUK","Unknown","Wellcome Trust","098461/Z/12/Z","MRC","MR/L003635/1","BBSRC","BB/K011847/1",May-18,2156,"GBP","£2,156.00",,,"£1,078.00",,"CC BY",,"Unknown"
29402388,"Cortex; a journal devoted to the study of the nervous system and behavior",0,10/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cortex.2017.12.016","0010-9452",,"Ignoring versus updating in working memory reveal differential roles of attention and feature binding","COAF",,"Unknown","Wellcome Trust","206330/Z/17/Z",,,,,Apr-18,2651.16,"EUR","£2,766.19",,,"£2,766.19",,"CC BY",,"Unknown"
29808887,"Natural product reports",0,8/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/c8np00002f","0265-0568",,"Roles of 2-oxoglutarate oxygenases and isopenicillin N synthase in ?-lactam biosynthesis","COAF",,"Unknown","Wellcome Trust","091857/Z/10/Z",,,,,Apr-18,2500,"GBP","£3,000.00",,,"£3,000.00",,"CC BY",,"Unknown"
29739627,"Trends in neurosciences",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.tins.2018.04.004","0166-2236",,"Neural oscillations: sustained rhythms or transient burst-events?","COAF",,"Unknown","Wellcome Trust","104571/Z/14/Z",,,,,May-18,2500,"EUR","£2,646.20",,,"£2,646.20",,"CC BY",,"Unknown"
29718372,"Human molecular genetics",0,4/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy150","0964-6906",,"Defining the impact of missense melanopsin polymorphisms using in vivo functional rescue","COAF","RCUK","Unknown","Wellcome Trust","098461/Z/12/Z","BBSRC","BB/M009998/1",,,Jun-18,1850,"GBP","£1,850.00",,,£925.00,,"CC BY",,"Unknown"
29873753,"International journal of epidemiology",0,6/1/2018,"Oxford University Press (OUP)","cc-by","Unknown",0,0,"10.1093/ije/dyy065","0300-5771",,"Cohort Profile: the Million Women Study","COAF","RCUK",1,"Cancer Research UK","C570/A16491","MRC","MR/K02700X/1",,,May-18,2258,"GBP","£2,258.00",,,"£1,129.00",,"CC BY",,1
30033445,"British journal of cancer",0,10/1/2018,"Springer Nature","Unknown","Unknown",0,0,"10.1038/s41416-018-0179-6","0007-0920",,"25-hydroxyvitamin D serum levels in patients with high risk resected melanoma treated in an adjuvant bevacizumab trial","COAF",,0,"Cancer Research UK","C2195/A8466",,,,,Aug-18,2500,"GBP","£3,000.00",,,"£3,000.00",,"CC BY",,0
29941636,"Antimicrobial agents and chemotherapy",0,9/1/2018,"American Society for Microbiology","cc-by","cc-by",1,0,"10.1128/AAC.00344-18 ","0066-4804",,"Validating a 14-drug microtiter plate containing bedaquiline and delamanid for large-scale research susceptibility testing of Mycobacterium tuberculosis","COAF",,"Unknown","Wellcome Trust","200205/Z/15/Z",,,,,Aug-18,2510,"USD","£2,291.36",,,"£2,291.36",,"CC BY",,"Unknown"
29805095,"Cell host & microbe",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.chom.2018.04.017","1931-3128",,"Genomic epidemiology reconstructs the introduction and  spread of Zika virus in Central America and Mexico","COAF",,"Unknown","Wellcome Trust","204311/Z/16/Z",,,,,May-18,4595.35,"EUR","£4,864.09",,,"£4,864.09",,"CC BY",,"Unknown"
29669909,"Neurology",0,5/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1212/WNL.0000000000005526","0028-3878",,"Time course of blood pressure control prior to lacunar tia and stroke population-based study","COAF",,"Unknown","Wellcome Trust","WT104040",,,,,May-18,4100,"USD","£3,653.38",,,"£3,653.38",,"CC BY",,"Unknown"
29733953,"NeuroImage",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuroimage.2018.05.002 ","1053-8119",,"Anticipatory neural dynamics of spatial-temporal orienting of attention in younger and older adults","COAF",,"Unknown","Wellcome Trust","203139/Z/16/Z",,"104571/Z/14/Z",,,May-18,2651.16,"EUR","£2,806.20",,,"£2,806.20",,"CC BY",,"Unknown"
29986073,"Nucleic acids research",0,11/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/nar/gky590","0305-1048",,"Rapid high-resolution measurement of DNA replication timing by droplet digital PCR","COAF",,"Unknown","Wellcome Trust","110064/Z/15/Z",,,,,Aug-18,1420,"GBP","£1,420.00",,,"£1,420.00",,"CC BY",,"Unknown"
29753778,"Journal of molecular biology",0,10/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jmb.2018.05.002","0022-2836",,"Understanding protein mobility in bacteria by tracking single molecules","COAF","RCUK","Unknown","Wellcome Trust","110164/Z/15/Z","BBSRC","BB/H01795X/1",,,May-18,2076.74,"EUR","£2,190.09",,,"£1,099.10",,"CC BY",,"Unknown"
29864593,"Cortex; a journal devoted to the study of the nervous system and behavior",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cortex.2018.04.011","0010-9452",,"An empirical, 21st century evaluation of phrenology","COAF","RCUK","Unknown","Wellcome Trust","203139/Z/16/Z","MRC","MR/L009013/1",,,May-18,2651.16,"EUR","£2,806.20",,,"£1,403.10",,"CC BY",,"Unknown"
27183185,"Biopreservation and biobanking",0,6/1/2016,"Mary Ann Liebert Inc","cc-by","cc-by",1,0,"10.1089/bio.2015.0124.","1947-5535",,"Access Governance for Biobanks - The Case of the BioSHaRE EU Cohorts","COAF",,"Unknown","Wellcome Trust","096599/2/11/Z",,,,,May-18,3200,"USD","£2,851.42",,,"£2,851.42",,"CC BY",,"Unknown"
27145287,"Biopreservation and biobanking",0,6/1/2016,"Mary Ann Liebert Inc","cc-by","cc-by",1,0,"10.1089/bio.2015.0123","1947-5535",,"Consent for Biobanking: The Legal Frameworks of Countries in the BioSHaRE-EU Project","COAF",,"Unknown","Wellcome Trust","096599/2/11/Z",,,,,May-18,3200,"USD","£2,851.42",,,"£2,851.42",,"CC BY",,"Unknown"
