"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC4038010";22879010;"10.1007/978-1-4614-4989-8_4";"Springer";"Adv Exp Med Biol";"0065-2598";"Canonical correlation analysis in the study of cerebral and peripheral haemodynamics interrelations with systemic variables in neonates supported on ECMO";£1,841.49;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
;24413801;"10.1007/s00062-013-0273-3";"Springer";"Clinical Neuroradiology";"1869-1439, 1869-1447";"Age- and Sex-Related Variations in the Brain White Matter Fractal Dimension Throughout Adulthood: An MRI Study";£1,805.78;0;"unknown";"cc-by-nc";"publisher";"hybrid";0
"PMC4031394";24442477;"10.1007/s00018-013-1554-3";"Springer";"Cellular and Molecular Life Sciences";"1420-682X, 1420-9071";"Embryonic origins of human vascular smooth muscle cells: implications for in vitro modelling and clinical application";£2,113.36;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC3898349";21191632;"10.1007/s10654-010-9538-1";"Springer";"European Journal of Epidemiology";"0393-2990, 1573-7284";"Physical activity during pregnancy in a prospective cohort of pregnant women: results from the Avon Longitudinal Study of Parents and Children";£2,186.52;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC3898516";20976529;"10.1007/s10654-010-9518-5";"Springer";"European Journal of Epidemiology";"0393-2990, 1573-7284";"Early life patterns of common infection: a latent class analysis";£2,186.52;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC4131169";24838556;"10.1007/s00221-014-3980-3";"Springer";"Experimental Brain Research";"0014-4819, 1432-1106";"Recruitment properties and significance of short latency reflexes in neck and eye muscles evoked by brief lateral head accelerations";£2,116.78;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC3622007";20390293;"10.1007/s00424-010-0823-3";"Springer";"Pflugers archive";"0031-6768, 1432-2013";"Nitric oxide lacks direct effect on TRPC5 channels but suppresses endogenous TRPC5- containing channels in endothelial cells";£2,157.22;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC3566834";23396796;"10.1007/s13347-012-0066-7";"Springer";"Philosophy & Technology";"2210-5433, 2210-5441";"The right and wrong of growing old: assessing the argument from evoution?";£1,968.82;1;0;"non-standard-licence";"publisher";"hybrid";0
"PMC4173112";24379014;"10.1007/s00127-013-0811-y";"Springer";"Social Psychiatry and Psychiatric Epidemiology";"0933-7954, 1433-9285";"Psychological characteristics of Religious Delusions";£2,033.67;1;0;"non-standard-licence";"publisher";"hybrid";0
;24729233;"10.1007/978-1-4939-0620-8_26";"Springer";"Adv Exp Med Biol";"0065-2598";"Analysis of slow wave oscillations in cerebral haemodynamics and metabolism following subarachnoid haemorrhage";£1,742.91;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24729232;"10.1007/978-1-4939-0620-8_25";"Springer";"Adv Exp Med Biol";"0065-2598";"Simulating NIRS and MRS Measurements During Cerebral Hypoxia-Ischaemia in Piglets Using a Computational Model";£1,742.91;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24729231;"10.1007/978-1-4939-0620-8_24";"Springer";"Adv Exp Med Biol";"0065-2598";"Development of a near infrared multi-wavelength, multi-channel, time-resolved spectrometer for measuring brain tissue haemodynamics and metabolism";£1,742.91;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24729229;"10.1007/978-1-4939-0620-8_22";"Springer";"Adv Exp Med Biol";"0065-2598";"Investigation of cerebral autoregulation in the newborn piglet during anaesthesia and surgery";£1,742.91;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24965798;"10.1007/s00787-014-0576-1";"Springer";"European Child and Adolescent Psychiatry";"1018-8827, 1435-165X";"Determination of psychosis-related clinical profiles in children with autism spectrum disorders using latent class analysis.";£2,050.38;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;21505784;"10.1007/s00424-011-0957-y";"Springer";"Pflugers archive";"0031-6768, 1432-2013";"A residue in the TRPM2 channel outer pore is crucial in determining species-dependent sensitivity to extracellular acidic pH";£2,157.22;0;"unknown";"unknown";;"hybrid";0
;;"10.1007/s10437-014-9164-5";"Springer";"African Archaeological Review";;"The southern frontier of the Meroitic State: the view from Jebel Moya";£1,552.10;;"unknown";"unknown";;;0
;;;"Springer";"Climate Change";;"The importance of health co-benefits in macroeconomic assessments of UK greenhouse Gas emission reduction
strategies
";£2,237.30;;"unknown";"unknown";;;0
"PMC4221650";;"10.1007/s00415-7476-7";"Springer";"Journal of Neurology";;"ANO10 mutations cause ataxia and coenzyme Q10 deficiency";£2,057.72;;"unknown";"unknown";;;0
;;"10.1007/s11047-014-9428-7";"Springer";"Natural Computing";;"Utilising a simulation platform to understand the effect of domain model assumptions";£2,113.36;;"unknown";"unknown";;;0
"PMC3895181";24292008;"10.1007/s00401-013-1219-1";"Springer";"Acta Neuropathologica";"0001-6322, 1432-0533";"The novel MAPT mutation K298E: mechanisms of mutant tau toxicity, brain pathology and tau expression in induced fibroblast-derived neurons.";£2,178.27;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4102831";24913350;"10.1007/s00401-014-1305-z";"Springer";"Acta Neuropathologica";"0001-6322, 1432-0533";"The node of Ranvier in CNS pathology";£1,552.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4021167";24623119;"10.1007/s00726-014-1706-2";"Springer";"Amino Acids";"0939-4451, 1438-2199";"Nutritional balance of essential amino acids and carbohydrates of the adult honeybee depends on behavioural caste";£2,207.74;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3825151";23990175;"10.1007/s10519-013-9612-z";"Springer";"Behavior genetics";"0001-8244, 1573-3297";"COGNITIVE CHANGE IN OLDER WOMEN USING A COMPUTERISED BATTERY: A LONGITUDINAL QUANTITATIVE GENETIC TWIN STUDY.";£2,206.36;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4057636";24828478;"10.1007/s10519-014-9654-x";"Springer";"Behavior Genetics";"0001-8244, 1573-3297";"Harmonization of Neuroticism and Extraversion phenotypes across inventories and cohorts in the Genetics of Personality Consortium: an application of Item Response Theory";£2,162.76;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3690183";23609157;"10.1007/s10519-013-9594-x";"Springer";"Behavior Genetics";"0001-8244, 1573-3297";"DNA Evidence for Strong Genome-Wide Pleiotropy of Cognitive and Learning Abilities";£920.78;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4250571";25128318;"10.1007/s00422-014-0620-8";"Springer";"Biological Cybernetics";"0340-1200, 1432-0770";"Active inference, eye movements and oculomotor delays";£1,552.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4082656";24092256;"10.1007/s10237-013-0531-y";"Springer";"Biomechanics and Modeling in Mechanobiology";"1617-7959, 1617-7940";"Understanding the need of ventricular pressure for the estimation of diastolic biomarkers";£2,181.08;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3824308";23995764;"10.1007/s00223-013-9778-7";"Springer";"Calcified Tissue International";"0171-967X, 1432-0827";"18F-fluoride Positron Emission Tomography Measurements of Regional Bone Formation in Haemodialysis Patients with Suspected for the Diagnosis of Adynamic Bone Disease";£2,188.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4143607";24858415;"10.1007/s00018-014-1645-9";"Springer";"Cellular and Molecular Life Sciences";"1420-682X, 1420-9071";"Cell cycle progression in response to oxygen levels.";£2,190.41;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4160573";24854580;"10.1007/s00018-014-1646-8";"Springer";"Cellular and Molecular Life Sciences";"1420-682X, 1420-9071";"Mouse knockout models for HIV-1 restriction factors";£2,138.87;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4155166";24872202;"10.1007/s12311-014-0569-0";"Springer";"Cerebellum";"1473-4222, 1473-4230";"Normal Motor Adaptation in Cervical Dystonia: A Fundamental Cerebellar Computation is Intact";£1,552.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3631117";23526298;"10.1007/s11883-013-0325-9";"Springer";"Current Atherosclerosis Reports";"1523-3804, 1534-6242";"GPR109A and vascular inflammation";£2,231.48;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4119251";24994568;"10.1007/s11886-014-0516-1";"Springer";"Current Cardiology Reports";"1523-3782, 1534-3170";"Early experience with the subcutaneous ICD";£1,552.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3825153";24057974;"10.1007/s11910-013-0402-z";"Springer";"Current Neurology and Neuroscience Reports";"1528-4042, 1534-6293";"Imaging psychogenic movement disorders";£2,211.06;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3930839";24445961;"10.1007/s11926-013-0406-3";"Springer";"Current Rheumatology Reports";"1523-3774, 1534-6307";"Current Developments in the Use of Biomarkers in Juvenile Idiopathic Arthritis";£1,811.26;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3890035";24264051;"10.1007/s00125-013-3113-8";"Springer";"Diabetologia";"0012-186X, 1432-0428";"Plasma concentrations of soluble IL-2 receptor alfa (CD25) are increased in type 1 diabetes and associated with reduced C-peptide levels in young patients";£2,179.85;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3855580";24162586;"10.1007/s00125-013-3086-7.";"Springer";"Diabetologia";"0012-186X, 1432-0428";"Association between maternal folate concentrations during pregnancy and insulin resistance in Indian children";£2,179.66;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4079947";24849570;"10.1007/s00125-014-3269-x";"Springer";"Diabetologia";"0012-186X, 1432-0428";"Altered amyloid precursor protein processing regulates glucose uptake and oxidation in cultured rodent myotubes";£2,117.07;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4079946";24865615;"10.1007/s00125-014-3266-0";"Springer";"Diabetologia";"0012-186X, 1432-0428";"Hypoxia lowers SLC30A8/ZnT8 expression and free cytosolic Zn2+ in pancreatic beta cells";£2,113.85;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3853368";24242317;"10.1007/s40265-013-0146-8";"Springer";"Drugs";"0012-6667";"Promoting Remyelination in Multiple Sclerosis Ã¢Â€Â“ recent advances";£2,209.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4015168";24602403;"10.1186/2191-219X-4-13";"Springer";"EJNMMI Research";"2191-219X";"Design and preclinical evaluation of a 99mTc-labelled diabody of mAb J591 for SPECT imaging of prostate-specific membrane antigen (PSMA)";£984.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4246124";25130265;"10.1007/s00787-014-0600-5";"Springer";"European Child and Adolescent Psychiatry";"1018-8827, 1435-165X";"The association between depressive symptoms from early to late adolescence and later use and harmful use of alcohol";£2,087.45;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4186965";25209690;"10.1007/s00787-014-0599-7";"Springer";"European Child and Adolescent Psychiatry";"1018-8827, 1435-165X";"Prenatal exposure to binge pattern of alcohol consumption: mental health and learning outcomes at age 11";£2,050.59;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3831261";24225195;"10.1186/2191-219X-3-74";"Springer";"European Journal of Nuclear Medicine and Molecular Imaging";"2191-219X";"Assessing radiotracer kinetics in the Langendorff perfused heart";£1,074.90;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4233320";24615169;"10.1007/s00424-014-1483-5";"Springer";"European Journal of Physiology";"0031-6768, 1432-2013";"Dynamic morphology and cytoskeletal protein changes during spontaneous inside-out vesiculation of red blood cell membranes";£2,169.98;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3778215";23942640;"10.1007/s00221-013-3654-6";"Springer";"Experimental Brain Research";"0014-4819, 1432-1106";"Past rewards capture spatial attention and action choices";£2,248.85;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3901935";24240390;"10.1007/s00221-013-3763-2";"Springer";"Experimental Brain Research";"0014-4819, 1432-1106";"Differences between Han Chinese and Caucasians in Transcranial Magnetic Stimulation Parameters";£2,214.34;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4213368";25117516;"10.1007/s10719-014-9549-3";"Springer";"Glycoconjugate Journal";"0282-0080, 1573-4986";"Elucidation of a protein-1 protein interaction network";£2,111.66;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4124260";24272024;"10.1007/s10728-013-0267-y";"Springer";"Health Care Analysis";"1065-3058, 1573-3394";"Deciding together? Best interests and shared decision-making in paediatric intensive care";£2,235.98;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3625409";23471223;"10.1007/s00011-013-0605-4";"Springer";"Inflammation Research";"1023-3830, 1420-908X";"Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus. ";£2,299.37;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3825524";23420214;"10.1007/s10545-013-9589-z";"Springer";"Journal of  Inherit Metab Dis.";"0141-8955, 1573-2665";"A structural mapping of mutations causing succinyl-CoA:3-ketoacid CoA transferase (SCOT) deficiency.";£2,274.65;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4022987";24305777;"10.1007/s10803-013-2012-7";"Springer";"Journal of Autism and Developmental Disorders";"0162-3257, 1573-3432";"Autistic Traits and Abnormal Sensory Experiences In Adults";£2,199.38;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4194020";24827086;"10.1007/s10803-014-2131-9";"Springer";"Journal of Autism and Developmental Disorders";"0162-3257, 1573-3432";"White matter microstructure predicts autistic traits in attention-deficit/hyperactivity disorder";£2,167.98;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3890052";23913105;"10.1007/s10900-013-9741-6";"Springer";"Journal of Community Health";"0094-5145, 1573-3610";"Community Group Membership and Stigmatising Attitudes Towards People Living with HIV in Eastern Zimbabwe";£2,188.41;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4159595";24862859;"10.1007/s10827-014-0505-9";"Springer";"Journal of Computational Neuroscience";"0929-5313, 1573-6873";"Supervised learning with decision margins in pools of spiking neurons";£1,552.10;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4102392";25089084;"10.1007/s11665-014-0913-z";"Springer";"Journal of Materials Engineering and Performance";"1059-9495, 1544-1024";"Effect of stent radial force on stress pattern after deployment: a finite element study";£1,820.25;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4196048";24585057;"10.1007/s00232-014-9640-5";"Springer";"Journal of Membrane Biology";"0022-2631, 1432-1424";"Outer membraine protein F stabilised with minimal amphipol forms linear arrays and LPS-depndent 2D crystals";£1,817.88;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3843367";24221643;"10.1007/s00415-013-7178-6";"Springer";"Journal of Neurology";"0340-5354, 1432-1459";"Enhanced reticulospinal output in patients with (REEP1) hereditary spastic paraplegia type 31";£2,214.34;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4315881";24802620;"10.1007/s10334-014-0446-3";"Springer";"Magnetic Resonance Materials in Physics, Biology and Medicine";"0968-5243, 1352-8661";"Fast and accurate localization of multiple RF markers for tracking in MRI-guided interventions";£2,129.66;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3824839";23934554;"10.1007/s00335-013-9466-y";"Springer";"Mammalian Genome";"0938-8990, 1432-1777";"Fine mapping of type 1 diabetes regions Idd9.1 and Idd9.2 reveals genetic complexity";£2,259.69;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4239810";25091723;"10.1007/s00335-014-9535-x";"Springer";"Mammalian Genome";"0938-8990, 1432-1777";"Functional analysis of a novel ENU-induced PHD finger 11 (Phf11) mouse mutant";£2,093.92;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4078234";24687368;"10.1007/s11019-014-9558-9";"Springer";"Medical Health Care and Philosophy";"1386-7423, 1572-8633";"""I don't need my patients' opinion to withdraw treatment"": patient preferences at the end-of-life and physician attitudes towards advance directives in England and France.";£2,507.27;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4133135";24682629;"10.1007/s10912-014-9283-7";"Springer";"Medical Humanities";"1041-3545, 1573-3645";"Pain Sensitivity: An unnatural History from 1800 to 1965";£2,208.85;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4078237";24443034;"10.1007/s11019-013-9540-y";"Springer";"Medicine, Health Care and Philosophy";"1386-7423, 1572-8633";"Death, treatment decisions and the permanent vegetative state: evidence from families and experts";£2,185.03;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4023075";24567230;"10.1007/s11011-014-9503-x";"Springer";"Metabolic Brain Disease";"0885-7490, 1573-7365";"Haplotype-based study of the association of alcohol and acetaldehyde-metabolising genes with alcohol dependence (with or without comorbid anxiety symptoms) in a Cape Mixed Ancestry population";£2,183.42;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4241233";25431632;"10.1007/s12152-013-9198-4";"Springer";"Neuroethics";"1874-5504";"Delusions and responsibility for action: insights from the Breivik case";£2,197.99;1;0;"cc-by";"epmc_xml";"hybrid";1
