PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28506998,Unknown,10.1242/dev.146019,The Company of Biologists,"Development (Cambridge, England)","0950-1991, 1477-9129",0,Fgf10-Sox9 are essential for establishment of distal progenitor cells during salivary gland development,3417.56,None,0,Unknown,cc-by,0,0,0,Wellcome Trust,102889/Z/13/Z,,,,
27447725,PMC5045501,10.1210/en.2016-1384,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,Angiotensin II Type 1 Receptor-Dependent GLP-1 and PYY Secretion in Mice and Humans.,2952.02,None,1,cc-by,not applicable,0,Unknown,1,MRC,"106262/Z/14/Z, 106263/Z/14/Z",Wellcome Trust,,,
27740870,PMC5133351,10.1210/en.2015-2054,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,Intracerebroventricular Catalase Reduces Hepatic Insulin Sensitivity and Increases Responses to Hypoglycaemia in Rats,2949.6,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT098012,,,,
27603907,PMC5155687,10.1210/jc.2016-2531,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Mutations in TBL1X are associated with central hypothyroidism,2947.44,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"Wellcome Trust grant no. WT100237 
Histone deacetylase complexes",,,,
27300573,PMC5377587,10.1210/jc.2016-1318,The Endocrine Society,The Journal of Clinical Endocrinology and Metabolism,"0021-972X, 1945-7197",0,A Novel and Practical Screening Tool for the Detection of Silent Myocardial Infarction in Patients With Type 2 Diabetes,2940.51,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/1062/28409,British Heart Foundation,FS/12/88/29901,,
27841944,PMC5413167,10.1210/jc.2016-2342,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Programming of adiposity in childhood and adolescence: associations with birth weight and cord blood adipokines,2874.25,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust (WELLCOME),094311/Z/10/Z,,,,
27788053,PMC5155676,10.1210/jc.2016-2869,The Endocrine Society,The Journal of clinical endocrinology and metabolism,1945-7197,0,Determinants of the maternal 25-hydroxyvitamin D response to vitamin D supplementation during pregnancy,2856.52,None,1,cc-by,not applicable,0,Unknown,1,MRC,4050502589 (MRC LEU),MRC,U105960371 (MRC HNR),Arthritis Research UK,17702 (MAVIDOS)
28368470,PMC5460930,10.1210/en.2016-1722,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,11?-HSD1 Modulates the Set Point of Brown Adipose Tissue Response to Glucocorticoids in Male Mice,2822.11,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,RCHX18155,,,,
28645211,PMC5587066,10.1210/jc.2017-00947,The Endocrine Society,The Journal of Clinical Endocrinology and Metabolism,"0021-972X, 1945-7197",0,AKR1C3-Mediated Adipose Androgen Generation Drives Upotoxicity in Women with Polycystic Ovary Syndrome,2821.8,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"099909, 092283",,,,
28973655,PMC5673270,10.1210/jc.2017-00562,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Clinical and Molecular Features of Renal and Pheochromocytoma/Paraganglioma Tumor Association Syndrome (RAPTAS): Case Series and Literature Review.,2795.69,None,1,cc-by,not applicable,0,Unknown,1,NIHR,,Cancer Research UK,,British Heart Foundation,
28973478,PMC5630252,10.1210/jc.2017-01235,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Roux-en-Y Gastric Bypass Surgery in the Management of Familial Partial Lipodystrophy Type 1.,2793.08,None,1,cc-by,not applicable,0,Unknown,1,NIHR,,Wellcome Trust,,,
28541532,PMC5546860,10.1210/jc.2017-00768,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Constitutive Activation of AKT2 in Humans Leads to Hypoglycemia Without Fatty Liver or Metabolic Dyslipidemia.,2775.91,None,1,cc-by,not applicable,0,Unknown,1,NIHR,,MRC,,Wellcome Trust,
28911133,PMC5587078,10.1210/jc.2017-00763,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Kisspeptin is a novel regulator of human fetal adrenocortical development and function,2753.2,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098513/Z/12/Z  John Achermann,,  ,,
28637283,PMC5659673,10.1210/en.2017-00399,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,An essential physiological role for MCT8 in bone in male mice.,2730.6,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"101123/Z/13/A, 110141/Z/15/Z, ",,,,
28200020,PMC5460825,10.1210/en.2016-1929,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,Genome-Wide Identification of Basic Helix-Loop-Helix and NF-1 Motifs Underlying GR Binding Sites in Male Rat Hippocampus,2719.65,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,089647/Z/09/Z,BBSRC,BB/L007622/1,,
28575224,PMC5546866,10.1210/jc.2017-00682,The Endocrine Society,The Journal of clinical endocrinology and metabolism,1945-7197,0,Response to antenatal cholecalciferol supplementation is associated with common vitamin D related genetic variants,2714.31,None,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,17702,MRC,4050502589,Wellcome Trust,201268/Z/16/Z
28633507,PMC5587079,10.1210/jc.2017-00529,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Digenic DUOX1 and DUOX2 Mutations in Cases With Congenital Hypothyroidism.,2691.06,None,1,cc-by,not applicable,0,Unknown,1,NIHR,"100585/Z/12/Z, 095564/Z/11/Z",Wellcome Trust,,,
28911148,PMC5587073,10.1210/jc.2017-00869,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Age-Related Anabolic Resistance of Myofibrillar Protein Synthesis is Exacerbated in Obese Inactive Individuals,2384.74,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,ISSFPP105,BBSRC,BB/N018214/1,,
27525530,PMC5155683,10.1210/jc.2016-1879,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,Comprehensive Screening of Eight Known Causative Genes in Congenital Hypothyroidism With Gland-in-Situ.,2300,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"100585/Z/12/Z, 095564/Z/11/Z",,,,
28187225,Unknown,10.1210/jc.2016-2046,The Endocrine Society,The Journal of clinical endocrinology and metabolism,1945-7197,0,Cancer Risks in Patients Treated With Growth Hormone in Childhood: The SAGhE European Cohort Study,3436,None,0,Unknown,Unknown,0,0,0,Cancer Research UK,not listed,,,,
28001444,PMC5460784,10.1210/en.2016-1802,The Endocrine Society,Endocrinology,"0013-7227, 1945-7170",0,Vitamin D Receptor Expression in Plasmablastic Lymphoma and Myeloma Cells Confers Susceptibility to Vitamin D,2885.54,,1,cc-by-nc,Unknown,0,Unknown,0,Bloodwise,13047,,,,
27967317,Unknown,10.1210/jc.2016-3035,The Endocrine Society,The Journal of clinical endocrinology and metabolism,"0021-972X, 1945-7197",0,The Longitudinal Relationship Between Cortisol Responses to Mental Stress and Leukocyte Telomere Attrition,2838.14,None,0,Unknown,Unknown,0,0,0,British Heart Foundation,RG/05/006/19256  Andrew Steptoe,MRC,G0601647  Andrew Steptoe,,
28101402,PMC5231316,10.1364/boe.8.000068,The Optical Society,Biomedical optics express,2156-7085,0,Identification and removal of laser-induced noise in photoacoustic imaging using singular value decomposition,2193.58,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT101957  Sebastien Ourselin,EPSRC,EP/J010952/1; NS/A000027/1  Adrien Desjardins; Sebastien Ourselin,,
28663916,PMC5480439,10.1364/boe.8.002924,The Optical Society,Biomedical optics express,2156-7085,0,Degradation of silicon photonic biosensors in cell culture media: analysis and prevention,2061.93,None,1,cc-by,not applicable,0,Unknown,1,EPSRC,EP/J01771X/1,Wellcome Trust,097829/Z/11/A,,
27895985,PMC5119585,10.1364/boe.7.004424,The Optical Society,Biomedical optics express,2156-7085,0,A New Multi-channel Broadband Near-Infrared Spectroscopy System to Measure the Spatial Distribution of Cellular Oxygen Metabolism and Tissue Oxygenation,1995.98,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104580/Z/14/Z  ,EPSRC,EP/K020315/1  CE Elwell,,
28330934,PMC5376709,10.1098/rsob.160338,The Royal Society,Open biology,2046-2441,1,Fundamental mechanisms of telomerase action in yeasts and mammals: understanding telomeres and telomerase in cancer cells,1440,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C36439/A12097  ,,  ,,
27994124,PMC5182415,10.1098/rstb.2015.0483,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,Major evolutionary transitions and innovations: The tympanic middle ear,2040,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102889,,,,
28179517,PMC5310609,10.1098/rspb.2016.2416,The Royal Society,Proceedings. Biological sciences,"0962-8452, 1471-2954",0,A new developmental mechanism for the separation of the mammalian middle ear ossicles from the jaw,2040,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102889/Z/13/Z,,,,
28336803,PMC5124071,10.1098/rsta.2016.0130,The Royal Society,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","1364-503X, 1471-2962",0,"Facilitating the ethical use of health data for the benefit of society: Electronic health records, consent and the duty of easy rescue",2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT104848/Z/4/Z,,,,
28003454,PMC5204172,10.1098/rspb.2016.2275,The Royal Society,Proceedings. Biological sciences,"0962-8452, 1471-2954",0,Modulation of recognition memory performance by light requires both melanopsin and classical photoreceptors,2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098461/Z/12/Z,BBSRC,BB/I021086/1,,
28003449,PMC5204166,10.1098/rspb.2016.2159,The Royal Society,Proceedings. Biological sciences,"0962-8452, 1471-2954",0,Antibody responses to avian influenza viruses in wild birds broaden with age,2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102427,,,,
28275121,PMC5378133,10.1098/rsif.2016.0999,The Royal Society,"Journal of the Royal Society, Interface","1742-5689, 1742-5662",0,Functional identification of islet cell types by electrophysiological fingerprinting,2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,201325/Z/16/Z,,100246/Z/16/Z,,8884655; 089795; 095531
28396468,PMC5394635,10.1098/rstb.2016.0295,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,A review of Phase I trials of Ebolavirus vaccines: What can we learn from the race to develop novel vaccines?,2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104750/Z/14/A,MRC,MR/N006372/1,,
28396467,PMC5394634,10.1098/rstb.2016.0294,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,Offering patients more: how the West Africa Ebola outbreak can shape innovation in therapeutic research for emerging and epidemic infections,2040,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106491/Z/14/Z,,,,
28396476,PMC5394643,10.1098/rstb.2016.0305,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,Engaging Â‘communitiesÂ’ anthropologicial insights from the West African Ebola epidemic,2040,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,PHGHZE82,,,,
28044016,PMC5206273,10.1098/rstb.2016.0105,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,Is predictability Salient? A study of attentional capture by auditory patterns,2040,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,088130/Z/09/Z  Karl Friston,BBSRC,BB/K003399/1  Maria Chait,,
28396469,PMC5394636,10.1098/rstb.2016.0297,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,"The Ebola outbreak, 2013-2016: Old lessons for new epidemics",2040,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106551/Z/14/A  Cordelia Coltart,,  ,,
28637913,PMC5493793,10.1098/rsif.2017.0096,The Royal Society,"Journal of the Royal Society, Interface","1742-5689, 1742-5662",0,Predicting Green: Really Radical (Plant) Predictive Processing,2040,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,088130/Z/09/Z  Karl Friston,,  ,,
28382203,PMC5311907,10.1098/rsfs.2016.0117,The Royal Society,Interface focus,"2042-8898, 2042-8901",0,ClickIn: a flexible protocol for quantifying mitochondrial uptake of nucleobase derivatives,1530,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,096919/Z/11/Z,,,,
28739967,PMC5540842,10.1098/rsta.2017.0009,The Royal Society,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","1364-503X, 1471-2962",0,Reactions of biologically inspired hydride sources with B(C6F5)3,1530,Institutional_ membership discount,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,202056/z/16/z,,,,
28100819,PMC5310039,10.1098/rspb.2016.2381,The Royal Society,Proceedings. Biological sciences,"0962-8452, 1471-2954",0,Vertically transmitted rhabdoviruses are found across three insect families and have dynamic interactions with their hosts,1530,TheRoyalSociety_Institutional membership,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,109356/Z/15/Z,NERC,NE/L004232/1 ,Other,ERC (281668); BBSRC (BB/K000489/1)
28080992,PMC5095545,10.1098/rstb.2016.0021,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,Microevolutionary traits and comparative population genomics of the emerging pathogenic fungus Cryptococcus gattii,1530,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101774/B/13/Z,,,,
28630159,PMC5483522,10.1098/rstb.2016.0221,The Royal Society,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","0962-8436, 1471-2970",0,The mystery behind membrane insertion: A review of the complement membrane attack complex,1530,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,A16099,,,,
28446705,PMC5413901,10.1098/rsob.160250,The Royal Society,Open biology,2046-2441,1,Diverse integrin adhesion stoichiometries caused by varied actomyosin activity.,1080,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,"069943, 086451, 092096, C6946/A14492",Cancer Research UK,,Wellcome Trust,
28381627,PMC5413900,10.1098/rsob.160159,The Royal Society,Open biology,2046-2441,1,"Characterization of RBP9 and RBP10, two developmentally regulated RNA-binding proteins in Trypanosoma brucei.",1080,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28100666,PMC5303278,10.1098/rsob.160288,The Royal Society,Open biology,2046-2441,1,T-Type Ca2+ channels are required for enhanced sympathetic axon growth by TNF-alpha reverse signalling,1080,Institutional_ membership discount,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,103852/Z/14/Z,,,,
28855393,PMC5577446,10.1098/rsob.170080,The Royal Society,Open biology,2046-2441,1,FGFR3-TACC3 cancer gene fusions cause mitotic defects by removal of endogenous TACC3 from the mitotic spindle,1080,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C25425/A15182,,,,
28835541,Unknown,10.1098/rsif.2017.0238,The Royal Society,"Journal of the Royal Society, Interface","1742-5689, 1742-5662",0,Modeling Variability in Cardiac Electrophysiology: A Moment Matching Approach,2040,,0,Unknown,cc-by,0,0,0,Wellcome Trust,100246/Z/12/Z,,,,
27784789,PMC5090064,10.1098/rsob.160248,The Royal Society,Open biology,2046-2441,1,Coordinated regulation of the ESCRT-III component CHMP4C by the chromosomal passenger complex and centralspindlin during cytokinesis,540,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,095822; C12296/A12541,Cancer Research UK,,Wellcome Trust,
Unknown,Unknown,Unknown,Unknown,Unknown,,0,How good are GPs at adhering to a pragmatic trial protocol in primary care? Results from the ADDITION-Cambridge cluster-randomized pragmatic trial,1620,None,0,Unknown,Unknown,0,Unknown,0,NIHR,G061895,MRC,,Wellcome Trust,
Unknown,Unknown,UpdateRequested,Unknown,Unknown,Unknown,0,"Independent relevance of interleukin-6, interleukin-5, and interferon-gamma for risk of coronary heart disease",1500,WOAA,0,Unknown,Unknown,0,Unknown,0,British Heart Foundation,FS/14/55/30806,,,,
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,What difference do cleaner burning cookstoves make?,792.65,Not reported,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,MR/K006533/1,,,,
29033477,PMC5638009,10.1515/ijsl-2017-0005,Walter de Gruyter GmbH,International journal of the sociology of language,0165-2516,0,"Is Lhasa Tibetan Sign Language emerging, endangered, or both?",2068.97,None,1,cc-by,not applicable,1,Unknown,0,Wellcome Trust,104523,,,,
