PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4222738;25285900;10.1016/j.jad.2014.08.057;Elsevier;Journal of Affective Disorders;0165-0327, 1573-2517;Cognitive styles and future depressed mood in early adulthood;1732.73;1;;;0;non-standard-licence;publisher;hybrid;0;Wellcome Trust;;;WT076467;;;
PMC4216933;25371813;10.1136/openhrt-2014-000176;BMJ;Open Heart;2053-3624;The influence of aorto-septal angulation on provocable left ventricular outflow tract obstruction in hypertrophic cardiomyopathy;1734;1;;;0;cc-by-nc;epmc_xml;oa;0;British Heart Foundation;;;FS/10/66/28489;;;
PMC4342409;0;10.1016/j.ultrasmedbio.2014.09.018;Elsevier;Ultrasound in Medicine and Biology;0301-5629, 1879-291X;Wall-less Flow Phantom for High-Frequency Ultrasound Applications;1743.24;1;;;0;unknown;;hybrid;0;British Heart Foundation;0;0;PG/10/012/28201;;;
PMC4417049;25752539;10.1016/j.jamda.2015.01.086;Elsevier;Journal of the American Medical Directors Association;1525-8610, 1538-9375;Physical activity and adiposity markers at older ages: accelerometer versus questionnaire data;1752.18;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;MRC / ESRC;;;K013351;;
PMC4516011;25765553;10.1136/heartjnl-2014-307251;BMJ ;Heart;1355-6037, 1468-201X;Closing the mortality gap after a myocardial infarction in people with and without chronic obstructive pulmonary disease.;1755;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;WT098504/Z/12/Z;;;
PMC4607059;26487803;10.2147/IJN.S86440;Dove Press;International Journal of Nanomedicine;1176-9114, 1178-2013;Antimicrobial Activity of Bone Cements with Embedded with  Organic Nanoparticles;1758;1;;;0;cc-by-nc;epmc_xml;oa;0;;;;;;;
PMC4368440;25746278;10.1016/j.msec.2015.02.002;Elsevier;Materials Science and Engineering: C;0928-4931, 1873-0191;Silver nanoparticles based antibacterial methacrylate hydrogels potential for bone graft applications;1769.97;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;;;;;;;
PMC4259902;0;10.1016/j.ultrasmedbio.2014.07.006;Elsevier;Ultrasound in Medicine and Biology;0301-5629, 1879-291X;Acoustic Assessment of a Konjacâ€“Carrageenan Tissue-Mimicking Material at 5â€“60 MHz;1777.84;1;;;0;non-standard-licence;publisher;hybrid;0;British Heart Foundation;0;0;PG/10/012/28201;;;
PMC4195753;25218455;10.1016/j.ultrasmedbio.2014.06.003;Elsevier;Ultrasound in Medicine and Biology;0301-5629, 1879-291X;An In Vitro Comparison of Embolus Differentiation Techniques for Clinically Significant Macroemboli: Dual-Frequency Technique versus Frequency Modulation Method;1779.88;1;;;0;non-standard-licence;publisher;hybrid;0;British Heart Foundation;0;0;RM61G026040065;0;0;
PMC4188983;25282568;10.1016/j.jaci.2014.08.011;Elsevier;Journal of Allergy & Clinical Immunology;0091-6749, 1097-6825;Peanut allergy: effect of environmental peanut exposure in children with filaggrin loss-of-function mutations;1780.45;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;;098439/Z/12/Z;;
PMC4291455;25450852;10.1016/j.joca.2014.10.007;Elsevier;Osteoarthritis and Cartilage;1063-4584, 1522-9653;Demographic and clincal factors associated with radiographic severity of first metatarsophalangeal joint osteoarthritis: cross-sectional findings from the clinical assessment study of the foot;1781.47;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;ARUK; ; ;18174; ; ;
PMC4647643;25905678;10.1080/03630242.2015.1039180;Taylor & Francis;Women & Health;0363-0242, 1541-0331;The Psychosocial Factors Related to Obesity: A Study among Overweight, Obese and Morbidly Obese Women in India;1788;1;;;0;non-standard-licence;epmc_xml;hybrid;0;Wellcome Trust;;;WT084674 ;;;
PMC4339700;25200733;10.1016/j.siny.2014.08.007;Elsevier;Seminars in Fetal and Neonatal Medicine;1744-165X, 1878-0946;Ethical language and decision-making for prenatally diagnosed lethal malformations;1793.26;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;86041;;
PMC4351857;24750423;10.1111/iep.12076;Wiley;International Journal of Experimental Pathology;0959-9673, 1365-2613;Frequency and significance of IgG4 immunohistochemical staining in liver explants from patients with primary sclerosing cholangitis;1800;1;;;0;non-standard-licence;publisher;hybrid;0;Wellcome Trust;0;0;Fellowship;0;0;
PMC4386983;25204670;10.1111/bph.12899;Wiley;British Journal of Pharmacology;0007-1188, 1476-5381;The role of hexokinase in cardioprotection - mechansim and potential for translation;1800;1;;;0;cc-by-nc;epmc_xml;hybrid;0;British Heart Foundation;;;RG/08/001/24717;;;
PMC4613519;26551720;10.1042/BST20150090;Portland Press Ltd.;Biochemical Society. Transactions;0300-5127, 1470-8752;Metabolic Drivers of Immunity The intestinal immunoendocrine axis: novel cross-talk between enteroendocrine cells and the immune system during infection and inflammatory disease;£1,800.00;1;;;0;unknown;;hybrid;0;;;;;;;
PMC4359051;25766941;10.1016/j.jacc.2014.12.038;Elsevier;Journal of the American College of Cardiology;0735-1097, 1558-3597;Randomized trial of Complete Versus Lesion-Only Revascularization in Patients Undergoing Primary Percutaneous Coronary Intervention for ST-Segment Elevation Myocardial Infarction and Multivessel Disease: The Complete versus Lesion-Only Primary PCI Trial ;1816.6;1;;;0;unknown;;hybrid;0;British Heart Foundation;0;0;Randomized trial of Complete Versus Lesion-Only Revascularization in Patients Undergoing Primary Percutaneous Coronary Intervention for ST-Segment Elevation Myocardial Infarction and Multivessel Disease: The Complete versus Lesion-Only Primary PCI Trial (CvLPRIT) ;0;0;
PMC4111853;24030945;10.1210/jc.2013-1069;;Journal of Clinical Endocrinology & Metabolism;0021-972X, 1945-7197;Twice-daily subcutaneous injection of kisspeptin-54 does not abolish menstrual cyclicity in healthy female volunteers;£1,852.53;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;Clinical Research Fellowship;;;
PMC4232363;25299963;10.1016/j.atherosclerosis.2014.09.024;Elsevier;Atherosclerosis;0021-9150, 1879-1484;The Emergence of Proton Nuclear Magnetic Resonance Metabolomics in the Cardiovascular Arena as Viewed From a Clinical Perspective;1871.61;1;;;0;unknown;;hybrid;0;Wellcome Trust;;; 097821/Z/11/Z;;;
PMC4512259;26010862;10.1016/j.psyneuen.2015.05.002;Elsevier;Psychoneuroendocrinology;0306-4530, 1873-3360;The association between fibrinogen reactivity to mental stress;1885.37;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;British Heart Foundation;;;;;;
PMC4575701;25956320;10.1007/s00018-015-1915-1;Springer;Cellular and Molecular Life Sciences;1420-682X, 1420-9071;Critical residues involved in Toll-like receptor 4 activation by cationic lipid nanocarriers are not located at the lipopolysaccharide-binding interface;1889.9;1;;;0;unknown;;hybrid;0;0;0;0;0;0;0;
PMC4510153;0;10.1016/j.ultrasmedbio.2015.04.006;Elsevier;Ultrasound in Medicine and Biology;0301-5629, 1879-291X;Assessment of Spectral Doppler for an Array-Based Preclinical Ultrasound Scanner Using a Rotating Phantom;1911.12;1;;;0;unknown;;hybrid;0;British Heart Foundation;0;0;PG/10/012/28201;;;
PMC4359020;25537754;10.1111/mve.12090;Wiley;Medical and Veterinary Entomology;0269-283X, 1365-2915;Trends in the selection of insecticide resistance in Anopheles gambiae s.l. mosquitoes in northwest Tanzania during a community randomized trial of longlasting insecticidal nets and indoor residual spraying.;1917.3;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;WT084289/Z/07/ZR;;;
PMC4689774;26268781;10.1007/s00520-015-2860-0;Springer;Supportive Care in Cancer;0941-4355, 1433-7339;Perceived barriers and benefits to physical activity in colorectal cancer patients;1919.75;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Cancer Research UK;;;;;;
PMC1044528;12194425;10.1057/sth.2015.10;Palgrave MacMillan;Social Theory and Health;0025-7273;Institutions of care, moral proximity and demoralisation: The case of the emergency department  ;1920;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;WT091772;;;
PMC4292939;25461862;10.1016/j.socscimed.2014.11.029;Elsevier;Social Science and Medicine;0277-9536, 1873-5347;Exploring the feasibility of theory synthesis: A worked example in the field of health related risk-taking;1926.94;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;MRC;Wellcome Trust;;MR/KO232331/1;;;
PMC4420518;25641651;10.1002/pro.2640;;Protein Science;0961-8368, 1469-896X;Structure-function analysis reveals that the Pseudomonas aeruginosa Tps4 two-partner secretion system is involved in CupB5 translocation.;£1,941.24;1;;;0;non-standard-licence;publisher;hybrid;0;Wellcome Trust;;;100280;;;
PMC4410296;0;10.1016/j.eururo.2014.11.003;Elsevier;European Urology;0302-2838, 1873-7560;SUCCINCT: An open label, single arm, non-randomised, phase II trial of cisplatin and gemcitabine chemotherapy in combination with sunitinib as first-line treatment for patients with advanced, urothelial carcinoma.;1943;1;;;0;unknown;;hybrid;0;;;;;;;
PMC4302218;25465704;10.1016/j.placenta.2014.10.012;Elsevier;Placenta;0143-4004, 1532-3102;Collagen type IV at the fetal-maternal interface;1954.41;1;;;0;non-standard-licence;publisher;hybrid;0;0;0;0;0;0;0;
PMC4631798;26516000;10.1016/j.jacc.2015.08.862;Elsevier ;Journal of the American College of Cardiology;0735-1097, 1558-3597;Fibrosis, Connexin43, and Conduction Abnormalities in the Brugada Syndrome;1956.95;1;;;0;unknown;;hybrid;0;BHF;;;FS/11/71/28918;;;
PMC4353876;0;10.1007/s12098-014-1487-3;Springer;Indian Journal of Pediatrics;0019-5456, 0973-7693;Fanconi-Bickel syndrome - mutation in SLC2A2 gene.;1966.33;1;;;0;unknown;;hybrid;0;Wellcome Trust;0;0;098395/Z/12/Z;0;0;
PMC4372163;25734238;10.1097/CEJ.0000000000000140;Wolters Kluwer (inc Lippincott, Williams and Wilkins);European Journal of Cancer Prevention;0959-8278, 1473-5709;Socioeconomic inequalities in attitudes to cancer;1979.02;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Cancer Research UK;;;;;;
PMC4251192;24550372;10.1136/gutjnl-2013-306508;BMJ ;Gut;0017-5749, 1468-3288;The stem cell organisation, and the proliferative and gene expression profile of Barrett's epithelium, replicates pyloric-type gastric glands;1989;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Cancer Research UK;;;-;;;
PMC4345520;25428933;10.1136/jech-2014-204733;BMJ;Journal of Epidemiology and Community Health;0143-005X, 1470-2738;Internet use, social engagement, and health literacy decline during ageing in a longitudinal cohort of older English adults;1989;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Cancer Research UK;;;C1418/A14134;;;
PMC4345808;25351510;10.1136/heartjnl-2014-306387;BMJ;Heart;1355-6037, 1468-201X;Novel genotype-phenotype associations demonstrated by high-throughput sequencing in patients with hypertrophic cardiomyopathy;1989;1;;;0;cc-by-nc;epmc_xml;hybrid;0;British Heart Foundation;;;;;;
PMC4516003;25433034;10.1136/jnnp-2014-309040;BMJ;Journal of Neurology, Neurosurgery and Psychiatry;0022-3050, 1468-330X;Using Reaction Time and Co-contraction to Differentiate Acquired (Secondary) from Functional â€œFixedâ€ Dystonia;1989;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;MRC;;WT089698;WT089698;;
PMC4176281;25284891;10.1017/mdh.2014.49;Cambridge University Press;Medical History;0025-7273;â€˜Fight TB with BCGâ€™: Mass Vaccination Campaigns in the British Caribbean, 1951â€“6;2031.48;1;;;0;unknown;;hybrid;0;Wellcome Trust;0;0;097829/Z/11/A;0;0;
PMC4176276;25284893;10.1017/mdh.2014.51;CUP;Medical History;0025-7273;â€˜Shell shockâ€™ Revisited: An Examination of the Case Records of the National Hospital in London;2034;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;08607/Z/08/Z;;;
PMC4266533;25447525;10.1016/j.febslet.2014.10.043;Elsevier;FEBS Letters;0014-5793, 1873-3468;Kinetics of the early events of GPCR signalling;2035.89;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;;89663;;
PMC4430712;25897675;10.1038/bjc.2015.109;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;Selective organ preservation with neo-adjuvant chemotherapy for the treatment of muscle invasive transitional cell carcinoma of the bladder;2040;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;Cancer Research UK;;;0;;;
PMC4478974;25908604;10.1093/annonc/mdv188;Oxford University Press;Annals of Oncology;0923-7534, 1569-8041;Titration of signalling output: insights into clinical combinations of MEK and AKT inhibitors;2040;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Cancer Research UK;;;C309/A11566 ;;;
PMC4647536;0;10.1038/bjc.2015.179;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;Systematic Review and Meta-Analysis of Immunohistochemical Prognostic Biomarkers in Resected Oesophageal Adenocarcinoma;2040;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;Cancer Research UK;;;510238101;;;
PMC4498463;25940599;10.1017/S0007114515001178;Cambridge University Press;British Journal of Nutrition;0007-1145, 1475-2662;Placental amino acid transport may be regulated by maternal vitamin D and vitamin D-binding protein: results from the Southampton Womenâ€™s Survey;2046.5;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;;British Heart Foundation;;;RG/07/009;;
PMC4334496;25457200;10.1016/j.jhep.2014.10.016;Elsevier;Journal of Hepatology;0168-8278, 1600-0641;Phenotypic and functional analyses show stem cell-derived hepatocyte-like cells better mimic fetal rather than adult hepatocytes;£2,048.02;1;;;0;non-standard-licence;publisher;hybrid;0;;;;;;;
PMC4172989;24197169;10.1007/s00787-013-0488-5;Springer;European Child and Adolescent Psychiatry;1018-8827, 1435-165X;Outcomes of childhood conduct problem trajectories in early adulthood: findings from the ALSPAC study;2051.92;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;WT86684;;;
PMC4199141;25218504;10.1016/j.jbiomech.2014.08.015;Elsevier;Journal of Biomechanics;0021-9290, 1873-2380;Contact mechanics of modular metal-on-polyethylene total hip replacement under adverse edge loading conditions;2053.62;1;;;0;unknown;;hybrid;0;WELMEC;0;0;WT 088908/Z/09/Z;0;0;
PMC4383638;25807277;10.1097/SLE.0000000000000139;Wolters Kluwer (inc Lippincott, Williams and Wilkins);Surgical Laparoscopy Endoscopy & Percutaneous Techniques;1530-4515, 1534-4908;Laparoscopic manipulation of a probe based confocal laser endomicroscope using a steerable intravascular catheter;2066.17;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;;;
PMC4287682;25403480;10.1007/s00125-014-3434-2;Springer;Diabetologia;0012-186X, 1432-0428;Glucose tolerance is associated with differential expression of microRNAs in skeletal muscle: results from studies of twins with and without type 2 diabetes;2068.8;1;;;0;unknown;;hybrid;0;0;0;0;0;0;0;
PMC4271736;25461787;10.1016/j.brat.2014.09.011;Elsevier;Behaviour Research and Therapy;0005-7967, 1873-622X;E-therapy in the treatment  and prevention of eating disorders: A systematic review and meta-analysis;2070.69;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;;94585;;
PMC4294422;25462806;10.1016/j.pep.2014.11.005;Elsevier;Protein Expression Purification;1046-5928, 1096-0279;Characterization of recombinantly expressed matrilin VWA domains;2079.38;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;;Wellcome Trust;;;090658/Z/09/Z;;
PMC4247378;25168670;10.1016/j.pain.2014.08.023;Elsevier;Pain;0304-3959, 1872-6623;Selective innervation of NK1 receptorâ€“lacking lamina I spinoparabrachial neurons by presumed nonpeptidergic A? nociceptors in the rat;2085;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;102645;;;
PMC4503794;25526971;10.1016/j.biopsych.2014.09.023;Elsevier;Biological Psychiatry;0006-3223, 1873-2402;Quantitative Magnetization Transfer Imaging as a Biomarker for Effects of Systemic Inflammation on the Brain;2087.53;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;093881/Z/10/Z;;;
PMC4317192;0;10.1016/j.nmd.2014.09.012;Elsevier;Neuromuscular Disorders;0960-8966, 1873-2364;Abnormal proliferation and spontaneous differentiation of myoblasts from a symptomatic female carrier of X-linked Emeryâ€“Dreifuss muscular dystrophy;2090.9;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;0;0;095209/Z/10/Z;;;
PMC4251701;25305681;10.1016/j.ijcard.2014.09.005;Elsevier;International Journal of Cardiology;0167-5273, 1874-1754;Macitentan treatment retards the progression of established pulmonary arterial hypertension in an animal model;£2,091.85;1;;;0;non-standard-licence;publisher;hybrid;0;;;;;;;
PMC4416082;25339642;10.1093/rheumatology/keu389;Oxford University Press;Rheumatology;1462-0324, 1462-0332;Joint protection and hand exercises for hand osteoarthritis: an economic evaluation comparing methods for the analysis of factorial trials;2100;1;;;0;cc-by-nc;epmc_xml;hybrid;0;ARUK; ; ;17958; ; ;
PMC4513890;26217072;10.1093/shm/hkv028;Oxford University Press;Social History of Medicine;0951-631X, 1477-4666;Sources and Resources Into the Dark Domain: The UK Web Archive as a Source for the Contemporary History of Public Health;2100;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;;;WT088670;;;
PMC4288933;25503607;10.1093/jmp/jhu045;Oxford University Press;Journal of Medicine & Philosophy;0360-5310, 1744-5019;Ravines and Sugar Pills: Defending Deceptive Placebo Use;2100;1;;;0;cc-by-nc;epmc_xml;hybrid;0;Wellcome Trust;;;;086041/Z/08/Z;;
PMC4150986;25011621;10.1016/j.jbiomech.2014.05.015;;Journal of biomechanics;0021-9290, 1873-2380;Scaling and kinematics optimisation of the scapula and thorax in upper limb musculoskeletal models;£2,112.45;1;;;0;unknown;;hybrid;0;"Wellcome Trust; Engineering & Physical Science Research Council (EPSRC)";;;088844/Z/09/Z;;;
PMC4547099;25847421;10.1016/j.mrfmmm.2015.01.013;Elsevier;Mutation Research;0027-5107, 1873-135X;TP53 mutations induced by BPDE in Xpa-WT and Xpa-Null Human TP53 Knock-In (Hupki) mouse embryo fibroblasts;2135.18;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust;Wellcome Trust;Cancer Research UK;101126/Z/13/Z ;101126/B/13/Z;C313/A14329;
PMC4471129;25484314;10.1016/j.bbagen.2014.11.021;Elsevier;Biochimica et Biophysica Acta (BBA): General Subjects;0006-3002;Nrf2 regulates ROS production by mitochondria and NADPH oxidase;2142.26;1;;;0;cc-by-nc-nd;epmc_xml;hybrid;0;Wellcome Trust / Cancer Research UK;MRC;;"WT089698; C20953/A10270";WT089698;;
PMC4337747;25745364;10.1080/15295192.2015.992732;Taylor & Francis;Parenting: Science and Practice;1529-5192, 1532-7922;Paternal Depression in the Postnatal Period and Early Father-Infant Interactions;2145.6;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;;78434;;
PMC4315134;25447851;10.1053/j.gastro.2014.10.041;Elsevier;Gastroenterology;0016-5085, 1528-0012;Polymorphisms near TBX5 and GDF7 are associated with increased risk for Barrett's esophagus;2164.91;1;;;0;unknown;;hybrid;0;Wellcome Trust;;;;84722;90532;
PMC4498461;25946517;10.1017/S0007114515001166;Cambridge University Press;British Journal of Nutrition;0007-1145, 1475-2662;Maternal iron status in early pregnancy and birth outcomes: insights from the Baby VIP Study;2184.61;1;;;0;cc-by-nc-sa;epmc_xml;hybrid;0;Wellcome Trust;0;0;WT87789;0;0;
