"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£ incl VAT when charged)";"Fulltext in EPMC";"Ahead of Print?";"Author Manuscript?";"Licence in Europe PMC";"Licence on Publisher website";"Journal Type";"COAF compliant?";"Funder of research (1)";"Funder of research (2)";"Funder of research (3)";"Grant ID (1)";"Grant ID (2)";"Grant ID (3)";;
"PMC5082497";27060571;"10.1002/1873-3468.12168";"Wiley-Blackwell";"FEBS letters";"0014-5793, 1873-3468";"Airway Smooth Muscle Inflammation Is Regulated by 1 MicroRNA-145 in COPD";£1,511.51;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;;;;;
"PMC4855620";26992456;"10.1002/1873-3468.12139";"Wiley-Blackwell";"FEBS letters";"0014-5793, 1873-3468";"Structure-activity relationship of the peptide binding-motif mediating the BRCA2:RAD51 protein-protein interaction.";1867.7;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"wellcome-trust,";0;0;;;;;
"PMC4764023";26823174;"10.1002/1873-3468.12054";"Wiley-Blackwell";"FEBS letters";"0014-5793, 1873-3468";"Crystal structures of penicillin-binding protein 3 in complexes with azlocillin and cefoperazone in both acylated and deacylated forms.";£1,944.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"090532/Z/09/Z";"MR/K018779/1";"G100099";;
"PMC4856416";27419043;"10.1002/2211-5463.12052";"Wiley-Blackwell";"FEBS open bio";"2211-5463";"ATP half-sites in RadA and RAD51 recombinases bind nucleotides.";1012.8;1;"not applicable";0;"cc-by";"not applicable";"oa";1;"wellcome-trust,";0;0;;;;;
"PMC5026059";27415614;"10.1111/gbb.12308";"Wiley-Blackwell";"Genes, brain, and behavior";"1601-1848, 1601-183X";"Pseudohypoparathyroidism type I-b with neurological involvement is associated with a homozygous PTH1R mutation";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"MRC";;"ARUK-TRFUS2012-3";;;;
"PMC5073027";27506447;"10.1002/dvg.22963";"Wiley-Blackwell";"Genesis (New York, N.Y. : 2000)";"1526-954X, 1526-968X";"Transcriptional regulation of the proto-oncogene Zfp521 by SPI1 (PU.1) and HOXC13.";£2,730.80;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"R01 AR047204";;;;
"PMC4849733";27061298;"10.1002/gepi.21965";"Wiley-Blackwell";"Genetic epidemiology";"0741-0395, 1098-2272";"Consistent Estimation in Mendelian Randomization with Some Invalid Instruments Using a Weighted Median Estimator.";2484.82;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"cancer-research-uk, mrc, wellcome-trust,";0;0;100114;19169;"unknown";;
"PMC4869684";27027517;"10.1002/gepi.21959";"Wiley-Blackwell";"Genetic epidemiology";"0741-0395, 1098-2272";"General Framework for Meta-Analysis of Haplotype Association Tests.";2548.49;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"mrc, Wellcome Trust";0;0;"unknown";"AG023629";"CZD/16/6";;
"PMC4832258";26250643;"10.1002/glia.22899";"Wiley-Blackwell";"Glia";"0894-1491, 1098-1136";"Neuroinflammation in the peripheral nerve: Cause, modulator, or bystander in peripheral neuropathies?";1500;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust (WELLCOME)";;;"092805/Z/10/Z";;;;
"PMC4915597";27189737;"10.1002/glia.22997";"Wiley-Blackwell";"Glia";"0894-1491, 1098-1136";"Neuronal activity mediated regulation of glutamate transporter GLT-1 surface diffusion in rat astrocytes in dissociated and slice cultures";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"BBSRC";;"G0802377";"BB/I00274X/1";;;
"PMC5132073";26576485;"10.1002/glia.22940";"Wiley-Blackwell";"Glia";"0894-1491, 1098-1136";"Neuronal expression of pathological tau accelerates oligodendrocyte progenitor cell differentiation";2400;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"mrc, wellcome-trust,";;;"unknown";97922;"unknown";;
"PMC4869674";26749143;"10.1002/hed.24336";"Wiley-Blackwell";"Head & neck";"1043-3074, 1097-0347";"Geographic variation in human papillomavirus oropharyngeal cancer: Data from 4 multi-national randomised trials";1800;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK";0;0;13407;;;;
"unknown";27046821;"10.1002/hec.3336";"Wiley-Blackwell";"Health economics";"1057-9230, 1099-1050";"Introduction of a National Minimum Wage reduced depressive symptoms in low-wage workers: a quasi-natural experiment in the UK";£1,944.37;0;1;"not applicable";"unknown";"cc-by";"hybrid";0;"Wellcome Trust";;;;;;;
"unknown";27397651;"10.1111/hex.12481";"Wiley-Blackwell";"Health expectations : an international journal of public participation in health care and health policy";"1369-6513, 1369-7625";"Attitudes towards lung cancer screening in socioeconomically deprived and heavy smoking communities: informing screening communication";£1,004.00;0;1;"not applicable";"unknown";"cc-by";"hybrid";0;"Cancer Research UK/Wellcome Trust";"MRC/ESRC";;;;;;
"unknown";27145430;"10.1111/hex.12460";"Wiley-Blackwell";"Health expectations : an international journal of public participation in health care and health policy";"1369-6513, 1369-7625";"Drug breakthrough offers hope to arthritis sufferers: qualitative analysis of medical research in UK newspapers";£1,338.00;0;1;"not applicable";"unknown";"cc-by";"hybrid";0;"Arthritis Research ";;;;;;;
"PMC4869673";26426865;"10.1002/hep.28265";"Wiley-Blackwell";"Hepatology (Baltimore, Md.)";"0270-9139, 1527-3350";"Prognostic and mechanistic potential of progesterone sulfates in intrahepatic cholestasis of pregnancy and pruritus gravidarum";£1,050.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"P30874";;;;
"PMC4864755";26290473;"10.1002/hep.28128";"Wiley-Blackwell";"Hepatology (Baltimore, Md.)";"0270-9139, 1527-3350";"Risk Stratification in Autoimmune Cholestatic Liver Diseases: Opportunities for Clinicians and Trialists";2520;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;"MR/L001489/1";;;;
"PMC5082495";26934463;"10.1002/hep.28526";"Wiley-Blackwell";"Hepatology (Baltimore, Md.)";"0270-9139, 1527-3350";"PLATELETS: NO LONGER BYSTANDERS IN LIVER DISEASE";2520;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;"NF-SI-0512-10080";;;;
"PMC4973669";26799921;"10.1002/hep.28469";"Wiley-Blackwell";"Hepatology (Baltimore, Md.)";"0270-9139, 1527-3350";"The plastic cellular states of liver cells: Are EpCAM and Lgr5 fit for purpose?";3366.53;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"wellcome-trust,";0;0;;;;;
"PMC4973686";26972751;"10.1002/hipo.22584";"Wiley-Blackwell";"Hippocampus";"1050-9631, 1098-1063";"Finding and not finding rat perirhinal neuronal responses to novelty";2250;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"BBSRC";"Wellcome Trust";;"BB/E010350/1";;;;
"PMC5082501";27398938;"10.1002/hipo.22615";"Wiley-Blackwell";"Hippocampus";"1050-9631, 1098-1063";"Mapping responses to novel objects: The impact of perirhinal cortex disconnection on hippocampal activity patterns";3240;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"Wellcome Trust";0;;;;;
"PMC4949543";26826706;"10.1111/his.12939";"Wiley-Blackwell";"Histopathology";"0309-0167, 1365-2559";"Distribution of the c-MYC gene product in colorectal neoplasia.";1500;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;14895;;;;
"PMC4986280";27570491;"10.1111/hic3.12304";"Wiley-Blackwell";"History compass";"1478-0542";"From Materia Medica to the Pharmacopoeia: Challenges of Writing the History of Drugs in India.";1500;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"unknown";27535357;"10.1111/hiv.12430";"Wiley-Blackwell";"HIV medicine";"1464-2662, 1468-1293";"Evaluation of HIV testing recommendations in specialty guidelines for the management of HIV indicator conditions";£1,500.00;0;1;"not applicable";"unknown";"cc-by";"hybrid";0;"Wellcome Trust";;;;;;;
"PMC4783210";26848101;"10.1002/hbm.23115";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Non-Parametric Combination and related permutation tests for neuroimaging";£1,944.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"100309/Z/12/Z";"098369/Z/12/Z";"G0700238";;
"PMC5025724";27125904;"10.1002/hbm.23225";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Neural Correlates of Spatial and Non-Spatial Attention Determined Using Intracranial Electroencephalographic Signals in Humans";£1,944.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5111621";27451934;"10.1002/hbm.23317";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Making use of longitudinal information in pattern recognition";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4843944";26523484;"10.1002/hbm.23048";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Alpha and gamma oscillation amplitudes synergistically predict the perception of forthcoming nociceptive stimuli";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;102645;;;;
"PMC4949687";27061771;"10.1002/hbm.23208";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Areas activated during naturalistic reading comprehension overlap topological visual, auditory, and somatotomotor maps";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"ESRC";;;;;;
"PMC5111616";27593199;"10.1002/hbm.23331";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Intersubject variability and induced gamma in the visual cortex: DCM with empirical Bayes and neural fields";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"MRC";;91593;;;;
"PMC4832309";26350618;"10.1002/hbm.22921";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Linking GABA and glutamate levels to cognitive skill acquisition during development";£2,572.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"Wellcome Trust";;76508;883781;;;
"PMC4784171";26705763;"10.1002/hbm.23100";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Neural correlates of attention-executive dysfunction in lewy body dementia and Alzheimer's disease";£2,800.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4657500";24985056;"10.1002/hbm.22577";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"The default mode network is disrupted in Parkinson's disease with visual hallucinations.";3053.44;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"Wellcome";0;0;"unknown";88324;"G0001354";;
"PMC4819701";26757216;"10.1002/hbm.23087";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Predicting beneficial effects of atomoxetine and citalopram on response inhibition in Parkinson's disease with clinical and neuroimaging measures.";3231.45;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"mrc, wellcome-trust, nihr, parkinson's uk";0;0;103838;93875;"G1000183";;
"PMC5215394";27571304;"10.1002/hbm.23358";"Wiley-Blackwell";"Human brain mapping";"1065-9471, 1097-0193";"Auditory and visual connectivity gradients in frontoparietal cortex";£3,664.94;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"U54 MH091657";;;;
"PMC4843954";26703369;"10.1002/humu.22951";"Wiley-Blackwell";"Human mutation";"1059-7794, 1098-1004";"Variants within TSC2 exons 25 and 31 are very unlikely to cause clinically diagnosable tuberous sclerosis";£1,875.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation/Wellcome Trust";;;"WT091310";"104960/Z/14/Z";"PG08/008";;
"PMC4949653";27158814;"10.1002/humu.23010";"Wiley-Blackwell";"Human mutation";"1059-7794, 1098-1004";"Identification of intragenic exon deletions and duplication of TCF12 by whole genome or targeted sequencing as a cause of TCF12-related craniosynostosis";£1,944.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5011676";27341319;"10.1111/imm.12639";"Wiley-Blackwell";"Immunology";"0019-2805, 1365-2567";"Innate lymphoid cell regulation of adaptive immunity";1800;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;;;;;
"PMC4819138";26778581;"10.1111/imm.12582";"Wiley-Blackwell";"Immunology";"0019-2805, 1365-2567";"MAIT cells in autoimmunity, immune mediated diseases and airways disease";1800;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;"104553/Z/14/z";;;;
"PMC4610628";26221972;"10.1111/imm.12513";"Wiley-Blackwell";"Immunology";"0019-2805, 1365-2567";"A polymorphism in a phosphotyrosine signalling motif of CD229 (Ly9, SLAMF3) alters SH2 domain binding and T-cell activation";£1,987.79;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK ";;;13236;"G0400808";"C29938/A13236";;
"PMC4717241";26551738;"10.1111/imm.12554";"Wiley-Blackwell";"Immunology";"0019-2805, 1365-2567";"Ectopic lymphoid follicles: inducible centres for generating antigen-specific immune responses within tissues";2393.77;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Arthritis Research UK";0;0;20770;20305;;;
"PMC4738465";26551770;"10.1002/imhj.21538";"Wiley-Blackwell";"Infant mental health journal";"0163-9641, 1097-0355";"The Impact of Depression on Maternal responses to Infant faces in Pregnancy";2406.52;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"097822/Z/11/ZR";"PB-PG-1207-15063";;;
"PMC4910179";26611769;"10.1111/irv.12364";"Wiley-Blackwell";"Influenza and other respiratory viruses";"1750-2640, 1750-2659";"Increased risk of A(H1N1)pdm09 influenza infection in UK pig industry workers compared to a general population cohort";£1,285.00;1;"not applicable";"unknown";"cc-by";"not applicable";"oa";1;"Wellcome Trust";"MRC/BBSRC";;"BB/H014306/1";"G0600511";"PDF-2012-05-305";;
"unknown";"unknown";"10.1002/icl3.1019";"Wiley-Blackwell";"Inside the Cell";"2375-2920";"Mitochondrial uncoupling proteins regulate Angiotensin Converting Enzyme expression: crosstalk between cellular and endocrine metabolic regulators suggested by RNA interference and genetic studies";£435.00;0;1;"not applicable";"unknown";"cc-by";"oa";0;"British Heart Foundation";;;;;;;
"PMC4832297";26790008;"10.1002/ijc.30008";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Validation of a DNA methylation HPV triage classifier in a screening sample.";1612.5;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"C569/A10404";16891;;;
"PMC4915496";27096255;"10.1002/ijc.30152";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Is cervical screening preventing adenocarcinoma and adenosquamous carcinoma of the cervix?";1612.5;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;16892;;;;
"PMC4957617";27225428;"10.1002/ijc.30206";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Assessing the role of insulin-like growth factors and binding proteins in prostate cancer using Mendelian randomization: genetic variants as instruments for circulating levels";1935;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"MRC";"Wellcome Trust";"Cancer Research UK";102215;19170;"MC_UU_12013/1";;
"PMC4833186";26756181;"10.1002/ijc.29983";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"The impact of deprivation on breast cancer survival among women eligible for mammographic screening in the West Midlands (UK) and New South Wales (Australia): women diagnosed 1997-2006.";2170.02;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK";;;11415;18525;16148;;
"PMC4788140";26756306;"10.1002/ijc.29984";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Are international differences in breast cancer survival between Australia and England present amongst both screen-detected women and non-screen-detected women?";2170.02;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK";;;11415;18525;16148;;
"PMC4832307";26378908;"10.1002/ijc.29856";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Tubal ligation and ovarian cancer risk in a large cohort: Substantial variation by histological type";£2,385.97;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK ";"Cancer Research UK";;16491;"MR/K02700X/1";"C570/A16491";;
"PMC4949532";27184434;"10.1002/ijc.30190";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Flavonoid and lignan intake and pancreatic cancer risk in the European prospective investigation into cancer and nutrition cohort.";2606.35;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"cancer-research-uk, mrc, +one page of international funders";0;0;"MR/M012190/1";;;;
"PMC4840324";26815306;"10.1002/ijc.30020";"Wiley-Blackwell";"International journal of cancer";"0020-7136, 1097-0215";"Protein Z: A putative novel biomarker for early detection of ovarian cancer.";£2,633.68;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;19278;"C1005/A12677";"unknown";;
"unknown";27197956;"10.1002/gps.4500";"Wiley-Blackwell";"International journal of geriatric psychiatry";"0885-6230, 1099-1166";"Structural grey matter changes in the substantia innominata in Alzheimer's disease and dementia with Lewy bodies: a DARTEL-VBM study";£2,498.62;0;1;"not applicable";"unknown";"cc-by";"hybrid";0;"Wellcome Trust";;;;;;;
"PMC4832301";26659272;"10.1111/joa.12407";"Wiley-Blackwell";"Journal of anatomy";"0021-8782, 1469-7580";"The definitions of three-dimensional landmarks on the human face: an interdisciplinary view";1500;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust (WELLCOME)";;;"WT086901MA";;;;
