"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"Science Journal for Kids","Science Journal for Kids","USD","1100","2018-10-25T07:46:00.000+02:00","Bill & Melinda Gates Foundation","2018","963.56","10.1093/cid/cix640",""
"Science Journal for Kids","Science Journal for Kids","USD","1100","2019-03-27T02:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","976.82","N/A",""
"Science Journal for Kids","Science Journal for Kids","USD","1100","2019-01-31T03:17:00.000+01:00","Bill & Melinda Gates Foundation","2019","957.52","N/A",""
"Science Journal for Kids","Science Journal for Kids","USD","1100","2018-08-07T12:44:00.000+02:00","Bill & Melinda Gates Foundation","2018","948.11","N/A",""
"Science Journal for Kids","Science Journal for Kids","USD","1100","2018-06-19T01:30:00.000+02:00","Bill & Melinda Gates Foundation","2018","953.7","n/a",""
"Science Journal for Kids","Science Journal for Kids","USD","950","2018-03-14T13:42:54.007+01:00","Bill & Melinda Gates Foundation","2018","768.05","10.1093/jpids/piv037",""
"Science Journal for Kids","Science Journal for Kids","USD","950","2017-12-01T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","799.33","10.1073/pnas.1610359113",""
"Scientific Research","World Journal of AIDS","USD","200","2017-05-06T01:17:56.947+02:00","Bill & Melinda Gates Foundation","2017","182.85","10.4236/wja.2017.73014",""
"Society for In-Vitro Biology","In Vitro Cellular and Developmental Biology - Plant","USD","3000","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2435.06","10.1007/s11627-017-9867-9",""
"Society of Photo-optical Instrumentation Engineers","Journal of Photonics for Energy","USD","960","2017-06-15T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","859.75","10.1016/j.cej.2016.05.138",""
"Springer Verlag","Agronomy for Sustainable Development","USD","3000","2018-06-20T03:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","2591.12","10.1007/s13593-018-0506-6",""
"Springer Verlag","AIDS and Behavior","USD","3000","2018-06-15T11:31:00.000+02:00","Bill & Melinda Gates Foundation","2018","2587.1","10.1007/s10461-018-2078-5",""
"Springer Verlag","AIDS and Behavior","USD","3000","2017-12-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2554.93","10.1007/s10461-017-1911-6",""
"Springer Verlag","AIDS and Behavior","USD","3000","2016-11-28T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2833.4","10.1007/s10461-016-1627-z",""
"Springer Verlag","AIDS and Behavior","USD","3000","2017-08-16T22:01:41.960+02:00","Bill & Melinda Gates Foundation","2017","2561.91","10.1007/s10461-017-1783-9",""
"Springer Verlag","AIDS and Behavior","USD","3000","2019-02-12T02:47:00.000+01:00","Bill & Melinda Gates Foundation","2019","2655.81","10.1007/s10461-019-02393-z",""
"Springer Verlag","AIDS and Behavior","USD","3000","2019-02-22T02:45:00.000+01:00","Bill & Melinda Gates Foundation","2019","2649.01","10.1007/s10461-018-2364-2",""
"Springer Verlag","AIDS and Behavior","USD","3000","2019-03-27T02:13:00.000+01:00","Bill & Melinda Gates Foundation","2019","2664.06","10.1007/s10461-018-2335-7",""
"Springer Verlag","AIDS and Behavior","USD","3760","2019-04-08T04:06:00.000+02:00","Bill & Melinda Gates Foundation","2019","3343.41","10.1007/s10461-019-02410-1",""
"Springer Verlag","AIDS and Behavior","USD","3000","2018-09-18T11:03:00.000+02:00","Bill & Melinda Gates Foundation","2018","2564.76","10.1007/s10461-018-2248-5",""
"Springer Verlag","Applied Physics A: Materials Science and Processing","USD","3000","2018-05-29T03:44:00.000+02:00","Bill & Melinda Gates Foundation","2018","2595.6","10.1007/s00339-018-1822-z",""
"Springer Verlag","Archives of Virology","USD","3000","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2543.45","10.1007/s00705-017-3605-9",""
"Springer Verlag","Archives of Virology","USD","1150","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","938.85","10.1007/s00705-017-3495-x",""
"Springer Verlag","Archives of Virology","USD","3000","2018-02-19T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2417.41","10.1007/s00705-018-3706-0",""
"Springer Verlag","Archives of Virology","USD","3000","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2449.18","10.1007/s00705-017-3289-1",""
"Springer Verlag","Archives of Virology","USD","3000","2017-09-04T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2519.95","10.1007/s00705-017-3495-x",""
"Springer Verlag","Archives of Virology","EUR","2200","2017-05-09T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2200","10.1007/s00705-016-3217-9",""
"Springer Verlag","Archives of Virology","USD","3000","2017-01-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2812.15","10.1007/s00705-016-3175-2",""
"Springer Verlag","Archives of Women's Mental Health","USD","3000","2017-09-05T17:48:30.413+02:00","Bill & Melinda Gates Foundation","2017","2523.13","10.1007/s00737-017-0752-7",""
"Springer Verlag","Biology and Fertility of Soils","USD","3000","2018-04-03T10:08:00.000+02:00","Bill & Melinda Gates Foundation","2018","2437.44","10.1007/s00374-018-1262-0",""
"Springer Verlag","Biotechnology Letters","USD","3000","2017-09-14T12:16:27.533+02:00","Bill & Melinda Gates Foundation","2017","2524.19","10.1007/s10529-017-2404-4",""
"Springer Verlag","Clinical and Translational Medicine","USD","1890","2018-11-20T01:30:00.000+01:00","Bill & Melinda Gates Foundation","2018","1654.85","10.1186/s40169-018-0213-6",""
"Springer Verlag","Clinical Drug Investigation","USD","3000","2018-09-11T02:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","2592.02","10.1007/s40261-018-0678-5",""
"","","","","","","","","",""
"Springer Verlag","Cost Effectiveness and Resource Allocation","USD","1823.25","2018-09-04T01:17:00.000+02:00","Bill & Melinda Gates Foundation","2018","1576.93","10.1186/s12962-018-0113-z",""
"Springer Verlag","Cost Effectiveness and Resource Allocation","USD","2145","2018-08-14T11:47:00.000+02:00","Bill & Melinda Gates Foundation","2018","1880.59","10.1186/s12962-018-0107-x",""
"Springer Verlag","Cost Effectiveness and Resource Allocation","USD","2220","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1801.95","10.1186/s12962-018-0087-x",""
"Springer Verlag","Cost Effectiveness and Resource Allocation","USD","2220","2017-08-19T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1887.59","10.1186/s12962-017-0074-7",""
"Springer Verlag","Cost Effectiveness and Resource Allocation","USD","2220","2017-06-20T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1989.96","10.1186/s12962-017-0070-y",""
"Springer Verlag","Demography","EUR","2640","2017-03-30T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2640","10.1007/s13524-016-0538-y",""
"Springer Verlag","Economic Botany","USD","3000","2018-09-11T02:09:00.000+02:00","Bill & Melinda Gates Foundation","2018","2592.02","10.1007/s12231-018-9421-7",""
"Springer Verlag","Emerging Themes in Epidemiology","USD","2145","2018-02-26T11:40:00.000+01:00","Bill & Melinda Gates Foundation","2018","1741.07","10.1186/s12982-018-0071-0",""
"Springer Verlag","Emerging Themes in Epidemiology","USD","1823.25","2018-03-21T12:25:00.000+01:00","Bill & Melinda Gates Foundation","2018","1484.01","10.1186/s12982-018-0072-z",""
"Springer Verlag","Environmental Management","USD","3000","2017-09-04T21:10:56.873+02:00","Bill & Melinda Gates Foundation","2017","2519.95","10.1007/s00267-017-0898-0",""
"Springer Verlag","Environmental Monitoring and Assessment","USD","3000","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2449.18","10.1007/s10661-017-6258-y",""
"Springer Verlag","Environmental Science and Pollution Research","USD","3000","2018-04-23T09:34:14.597+02:00","Bill & Melinda Gates Foundation","2018","2451.38","10.1007/s11356-018-1503-7",""
"Springer Verlag","Euphytica","USD","3000","2018-02-01T11:34:00.000+01:00","Bill & Melinda Gates Foundation","2018","2407.9","10.1007/s10681-017-2048-4",""
"Springer Verlag","Euphytica","USD","3000","2017-12-20T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2532.71","10.1007/s10681-017-2055-5",""
"Springer Verlag","Euphytica","USD","3000","2018-07-16T03:34:00.000+02:00","Bill & Melinda Gates Foundation","2018","2559.73","10.1007/s10681-015-1549-2",""
"Springer Verlag","Euphytica","USD","3000","2017-08-19T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2550.8","10.1007/s10681-017-1976-3",""
"Springer Verlag","Euphytica","USD","3000","2017-08-19T03:28:00.000+02:00","Bill & Melinda Gates Foundation","2017","2550.8","10.1007/s10681-016-1758-3",""
"Springer Verlag","Euphytica","USD","3000","2017-10-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2545.61","10.1007/s10681-017-2012-3",""
"Springer Verlag","Euphytica","USD","3000","2017-11-29T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2536.57","10.1007/s10681-017-1968-3",""
"Springer Verlag","European Journal of Development Research","USD","2600","2018-06-28T02:31:00.000+02:00","Bill & Melinda Gates Foundation","2018","2244.67","10.1057/s41287-018-0153-4",""
"Springer Verlag","Food and Bioprocess Technology","USD","3000","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2449.18","10.1007/s11947-017-2022-0",""
"Springer Verlag","Food and Environmental Virology","USD","3000","2017-10-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2541.73","10.1007/s12560-017-9311-7",""
"Springer Verlag","Food and Environmental Virology","USD","3000","2017-10-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2541.73","10.1007/s12560-017-9306-4",""
"Springer Verlag","Food and Environmental Virology","USD","3000","2019-03-05T04:27:00.000+01:00","Bill & Melinda Gates Foundation","2019","2648.07","10.1007/s12560-018-09364-y",""
"Springer Verlag","Food Security","USD","3000","2019-02-07T01:29:00.000+01:00","Bill & Melinda Gates Foundation","2019","2644.34","10.1007/s12571-018-0776-5",""
"Springer Verlag","Food Security","USD","3000","2018-10-10T02:38:00.000+02:00","Bill & Melinda Gates Foundation","2018","2608.7","10.1007/s12571-018-0842-z",""
"Springer Verlag","Food Security","USD","3000","2017-09-14T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2524.19","10.1007/s12571-017-0696-9",""
"Springer Verlag","Food Security","USD","3000","2017-08-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2540.65","10.1007/s12571-017-0707-x",""
"Springer Verlag","Food Security","EUR","2200","2016-12-15T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2200","10.1007/s12571-016-0611-9",""
"Springer Verlag","Food Security","USD","3000","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2435.06","10.1007/s12571-018-0766-7",""
"Springer Verlag","Food Security","USD","3000","2018-07-16T03:34:00.000+02:00","Bill & Melinda Gates Foundation","2018","2559.73","10.1007/s12571-018-0815-2",""
"Springer Verlag","Genetics, Selection, Evolution","USD","1840","2017-12-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1556.29","10.1186/s12711-017-0361-y",""
"Springer Verlag","Genome Biology","USD","2975","2018-09-18T02:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","2543.39","10.1186/s13059-018-1536-8",""
"Springer Verlag","Genome Medicine","USD","2785","2018-11-06T03:16:00.000+01:00","Bill & Melinda Gates Foundation","2018","2437.0","10.1186/s13073-018-0587-5",""
"Springer Verlag","Genus","USD","1055","2017-06-20T00:46:45.613+02:00","Bill & Melinda Gates Foundation","2017","945.68","10.1186/s41118-017-0020-8",""
"Springer Verlag","Global Social Welfare","USD","3000","2019-02-22T11:33:00.000+01:00","Bill & Melinda Gates Foundation","2019","2649.01","10.1007/s40609-019-00138-3",""
"Springer Verlag","Globalization and Health","USD","1823.25","2018-10-09T02:16:00.000+02:00","Bill & Melinda Gates Foundation","2018","1594.45","10.1186/s12992-018-0418-x",""
"Springer Verlag","Globalization and Health","USD","1823.25","2018-11-28T02:30:00.000+01:00","Bill & Melinda Gates Foundation","2018","1615.78","10.1186/s12992-018-0416-z",""
"Springer Verlag","Globalization and Health","GBP","1420","2016-09-22T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","1652.6","10.1186/s12992-016-0188-2",""
"Springer Verlag","Globalization and Health","USD","2145","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1818.57","10.1186/s12992-017-0313-x",""
"Springer Verlag","Globalization and Health","USD","1823.25","2018-04-20T14:34:52.313+02:00","Bill & Melinda Gates Foundation","2018","1481.23","10.1186/s12992-018-0354-9",""
"Springer Verlag","Globalization and Health","USD","2145","2018-07-16T03:28:00.000+02:00","Bill & Melinda Gates Foundation","2018","1830.2","10.1186/s12992-018-0389-y",""
"Springer Verlag","Globalization and Health","USD","2145","2018-06-19T10:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","1859.72","10.1186/s12992-018-0379-0",""
"Springer Verlag","Harm Reduction Journal","USD","2035","2017-07-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1747.98","10.1186/s12954-017-0171-0",""
"Springer Verlag","Health Research Policy and Systems","USD","2030","2017-09-12T00:09:20.430+02:00","Bill & Melinda Gates Foundation","2017","1701.16","10.1186/s12961-017-0238-0",""
"Springer Verlag","Health Research Policy and Systems","USD","2300","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1866.88","10.1186/s12961-018-0291-3",""
"Springer Verlag","Health Research Policy and Systems","USD","2300","2018-02-07T14:14:00.383+01:00","Bill & Melinda Gates Foundation","2018","1864.16","10.1186/s12961-018-0280-6",""
"Springer Verlag","Health Research Policy and Systems","USD","2450","2018-11-06T03:15:00.000+01:00","Bill & Melinda Gates Foundation","2018","2143.86","10.1186/s12961-018-0378-x",""
"Springer Verlag","Health Research Policy and Systems","USD","1960","2019-01-15T01:52:00.000+01:00","Bill & Melinda Gates Foundation","2019","1715.69","10.1186/s12961-018-0410-1",""
"Springer Verlag","Innovative Higher Education","USD","3000","2017-02-16T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2816.37","10.1007/s10755-016-9385-4",""
"Springer Verlag","Instructional Science","USD","3000","2018-11-28T02:22:00.000+01:00","Bill & Melinda Gates Foundation","2018","2658.63","10.1007/s11251-018-9474-0",""
"Springer Verlag","International Breastfeeding Journal","USD","1823.25","2018-02-07T02:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1477.75","10.1186/s13006-016-0090-9",""
"Springer Verlag","International Breastfeeding Journal","USD","2145","2018-03-21T12:29:00.000+01:00","Bill & Melinda Gates Foundation","2018","1745.89","10.1186/s13006-018-0152-2",""
"Springer Verlag","International Journal of Health Geographics","USD","1823.25","2018-08-21T01:33:00.000+02:00","Bill & Melinda Gates Foundation","2018","1585.16","10.1186/s12942-018-0150-z",""
"Springer Verlag","International Journal of Health Geographics","USD","2220","2017-07-27T06:05:27.627+02:00","Bill & Melinda Gates Foundation","2017","1898.41","10.1186/s12942-017-0098-4",""
"Springer Verlag","International Journal of Health Geographics","USD","1830.72998","2017-10-30T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1576.58","10.1186/s12942-016-0074-4",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"Springer Verlag","Journal of Economic Inequality","USD","2690","2019-04-08T04:08:00.000+02:00","Bill & Melinda Gates Foundation","2019","2391.96","10.1007/s10888-017-9373-7",""
"Springer Verlag","Journal of General Internal Medicine","USD","3000","2017-04-19T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2797.2","10.1007/s11606-016-3898-5",""
"Springer Verlag","Journal of Health, Population and Nutrition","USD","2145","2018-05-04T10:18:00.000+02:00","Bill & Melinda Gates Foundation","2018","1792.13","10.1186/s41043-018-0145-1",""
"Springer Verlag","Journal of Pest Science","EUR","2200","2016-10-31T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2200","10.1007/s10340-016-0801-4",""
