institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,1298.6123959296947,10.3390/buildings11040162,Crisis and Transition: Forms of Collective Housing in Brussels,2021-04-16,Buildings,MDPI,FALSE,2075-5309,NA,1403.8,1.081,107285 - 10415 - 16.04.2021,P2AC-1_204421,191681,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1872.349676225717,10.1038/s41598-021-84824-3,DBnorm as an R package for the comparison and selection of appropriate statistical methods for batch effect correction in metabolomic studies,2021-04-16,Scientific Reports,Springer Nature,FALSE,NA,NA,2024.01,1.081,107298 - 10859 - 16.04.2021,31AC-0_204415,"156771, 182420",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3496.5587419056433,10.1103/physrevx.11.021040,Influence matrix approach to many-body Floquet dynamics,2021-04-16,Physical Review X,American Physical Society,FALSE,NA,NA,3779.78,1.081,107275 - 11619 - 16.04.2021,20AC-1_204312,188532,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2969.1581868640146,10.1038/s42004-021-00501-6,Novel Fidaxomicin Antibiotics through Site-Selective Catalysis,2021-04-15,Communications Chemistry,Springer Nature,FALSE,NA,NA,3209.66,1.081,107212 - 10859 - 15.04.2021,20AC-1_204142,182043,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1515.263644773358,10.36900/suburban.v9i1/2.618,Von Gentrifizierung betroffen: Ein exemplarischer Beitrag zur Diskussion methodischer und erkenntnistheoretischer Fragen qualitativer Verdrängungsforschung,2021-04-14,s u b \ u r b a n. zeitschrift für kritische stadtforschung,,FALSE, 2197-256,NA,1638,1.081,107209 - 12122 - 14.04.2021,10AC--_204087,169370,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,940.0925069380204,10.12688/f1000research.26707.2,The worldwide clinical trial research response to the COVID-19 pandemic - the first 100 days,2021-04-09,F1000Research,,FALSE,2046-1402,NA,1016.24,1.081,107160 - 10675 - 09.04.2021,31AC-0_204141,196190,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2057.2525439407955,10.1186/s12859-021-04066-y,The effects of model complexity and size on metabolic flux distribution and control. Case study in Escherichia coli.,2021-04-09,BMC Bioinformatics,Springer Nature,TRUE,NA,NA,2223.89,1.081,107172 - 10752 - 09.04.2021,31AC-0_204127,163423,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2124.477335800185,10.1002/brb3.2140,Temporal lobe epilepsy alters neural responses to human and avatar facial expressions in the face perception network,2021-04-09,Brain and Behavior,Wiley,FALSE,NA,NA,2296.56,1.081,107176 - 10764 - 09.04.2021,CRAC-1_204055,166416,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1135.494912118409,10.12688/f1000research.28318.1,Local adaptation in populations of Mycobacterium tuberculosis endemic to the Indian Ocean Rim,2021-04-01,F1000Research,,FALSE,2046-1402,NA,1227.47,1.081,107063 - 10565 - 01.04.2021,31AC-0_204027,188888,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1295.1896392229417,10.3390/cryst11040362,Light Extraction Enhancement Techniques for Inorganic Scintillators,2021-04-01,MDPI Crystals,MDPI,TRUE,NA,NA,1400.1,1.081,107061 - 10415 - 01.04.2021,20AC-1_204028,169465,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1790.8880666049954,10.3389/fnmol.2021.656000,A metabolic landscape for maintaining retina integrity and function,2021-03-26,Frontiers in Molecular Neuroscience,Frontiers Media SA,FALSE,NA,NA,1935.95,1.081,106972 - 10239 - 26.03.2021,31AC-0_203891,173083,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2084.144310823312,10.1002/ece3.7490,"Ancestral ecological regime shapes reaction to food limitation in the Least Killifish, Heterandria formosa",2021-03-23,Ecology and Evolution,Wiley,FALSE,NA,NA,2252.96,1.081,106945 - 10764 - 23.03.2021,P2AC-3_203768,181775,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2171.1378353376504,10.7554/elife.53990,Talin-activated vinculin interacts with branched actin networks to initiate bundles,2021-03-23,eLife,,FALSE,2050-084X,http://doi.org/10.7554/eLife.53990,2347,1.081,106940 - 10674 - 23.03.2021,31AC-0_202169,179418,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2995.1063829787236,10.1002/hbm.25415,Selective Attention Modulates Neural Envelope Tracking of Informationally Masked Speech in Healthy Older Adults,2021-03-23,Human Brain Mapping,Wiley,FALSE,NA,NA,3237.71,1.081,106943 - 10764 - 23.03.2021,P0AC-1_203808,172268,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1912.8954671600372,10.3390/nu13031042,"The effects of time-restricted eating vs. standard dietary advice on weight, metabolic health and the consumption of processed food: A pragmatic randomised controlled trial in community-based adults",2021-03-22,Nutrients,MDPI,FALSE,NA,NA,2067.84,1.081,106927 - 10415 - 22.03.2021,PZAC-3_203802,167826,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5052.978723404256,10.1038/s41467-021-22525-1,Reaction-diffusion in a Growing 3D Domain of Skin Scales Generates a Discrete Cellular Automaton,2021-03-18,Mature Communications,Springer Nature,FALSE,NA,NA,5462.27,1.081,106898 - 10859 - 18.03.2021,31AC-0_203778,"179431, 162743",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1599.9814986123959,10.1002/ece3.7372,Integrating high-speed videos in capture-mark-recapture studies of insects,2021-03-17,Ecology and Evolution,Wiley,FALSE,NA,NA,1729.58,1.081,106870 - 11164 - 17.03.2021,P4AC-3_203761,191139,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1621.1933395004626,10.2196/19587,Geographical Disparities in HIV Seroprevalence among Men Who Have Sex with Men and People Who Inject Drugs in Nigeria: Exploratory Spatial Data Analysis,2021-03-17,JMIR Public Health and Surveillance,,TRUE,NA,NA,1752.51,1.081,106872 - 10978 - 17.03.2021,PPAC-3_203743,163878,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2164.4773358001853,10.7554/elife.62709,A multifaceted analysis reveals two distinct phases of chloroplast biogenesis during de-etiolation in Arabidopsis,2021-03-16,eLife,,FALSE,2050-084X,http://doi.org/10.7554/eLife.62709,2339.8,1.081,106814 - 10821 - 16.03.2021,PMAC-3_203756,151301,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5052.969472710453,10.1038/s41467-021-22437-0,Bias free multiobjective active learning for materials design and discovery,2021-03-16,Nature Communications,SpringerNature,FALSE,NA,NA,5462.26,1.081,106810 - 10859 - 16.03.2021,51AC-0_203763,"172759, 182892",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2777.4653098982426,10.1038/s41699-021-00215-2,Chlorosulfuric acid-assisted production of functional 2D materials,2021-03-15,npj 2D Materials and Applications,,FALSE,NA,NA,3002.44,1.081,106801 - 10859 - 15.03.2021,P2AC-2_203754,174952,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1685.1711378353377,10.1002/evl3.219,From scales to armour: scale losses and trunk bony plate gains in ray-finned fishes ,2021-03-12,Evolution Letters,Wiley,FALSE,2056-3744,NA,1821.67,1.081,106780 - 10764 - 12.03.2021,31AC-0_203723,185327,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2757.7983348751154,10.3389/fcell.2021.650186,A unique junctional interface at contact sites between the endoplasmic reticulum and lipid droplets,2021-03-12,Front. Cell Dev. Biol.,Frontiers Media SA,FALSE,NA,NA,2981.18,1.081,106783 - 10239 - 12.03.2021,31AC-0_203677,173003,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3270.666049953747,10.1242/jcs.254300,Characterization of the novel mitochondrial genome segregation factor TAP110 in Trypanosoma brucei,2021-03-12,Journal of Cell Science,,FALSE,1477-9137,http://doi.org/10.1242/jcs.254300,3535.59,1.081,106785 - 10815 - 12.03.2021,31AC-0_203675,179454,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3472.04440333025,10.1242/dev.191700,Protein manipulation using single copies of short peptide tags in cultured cells and in Drosophila melanogaster,2021-03-12,Development,,FALSE,1477-9129,http://doi.org/10.1242/dev.191700,3753.28,1.081,106786 - 10669 - 12.03.2021,31AC-0_203676,192659,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1889.8519888991675,10.1038/s41598-021-84088-x,The impact of daily caffeine intake on nighttime sleep in young adult men,2021-03-09,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-84088-x,2042.93,1.081,106694 - 10859 - 09.03.2021,32AC-0_203631,163058,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1758.8991674375577,10.5194/esurf-9-145-2021,The enigma of relict large sorted stone stripes in the tropical Ethiopian Highlands,2021-03-08,Earth Surface Dynamics,Copernicus Publications,FALSE,NA,NA,1901.37,1.081,106677 - 10754 - 08.03.2021,20AC-1_203648,165446,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3007.7705827937098,10.1038/s42003-021-01850-7,Sacrum morphology supports taxonomic heterogeneity of “Australopithecus africanus” at Sterkfontein Member 4,2021-03-04,Communications Biology,Springer Nature,FALSE,NA,NA,3251.4,1.081,106628 - 11934 - 04.03.2021,31AC-0_203476,"156299, 176319",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2685.8834412580945,10.3389/feart.2021.598616,Comparison of three measurement principles on water triple oxygen isotopologues,2021-03-01,Frontiers in Earth Science-Geochemistry,Frontiers Media SA,FALSE,NA,NA,2903.44,1.081,106557 - 10239 - 01.03.2021,20AC-1_203387,"172550, 159563, 147174, 157172, 135152, 137547",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1481.3228492136911,10.5194/hess-25-735-2021,Environmental DNA simultaneously informs hydrological and biodiversity characterization of an Alpine catchment,2021-02-22,Hydrology and Earth System Sciences,Europen Geosciences Union,FALSE,NA,NA,1601.31,1.081,106504 - 10754 - 22.02.2021,31AC-0_203243,"179089, 173074",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2074.1073080481037,10.1093/g3journal/jkab043,"First annotated draft genomes of non-marine ostracods (Ostracoda, Crustacea) with different reproductive modes",2021-02-22,"G3: Genes, Genomes, Genetics", Genetics Society of America,TRUE,NA,NA,2242.11,1.081,106501 - 10849 - 22.02.2021,CRAC-3_203185,160723,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2094.708603145236,10.7554/elife.56279,Emergence and diversification of a highly invasive chestnut pathogen lineage across south-eastern Europe,2021-02-22,eLife,elife Sciences Publications,FALSE,NA,NA,2264.38,1.081,106505 - 10821 - 22.02.2021,31AC-0_203240,170188,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1411.017576318224,10.1371/journal.pone.0247265,Probabilistic analysis of COVID-19 patients' individual length of stay in Swiss intensive care units ,2021-02-19,PLOS ONE,,FALSE,NA,NA,1525.31,1.081,106483 - 10850 - 19.02.2021,20AC-1_202917,192269,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2825.5874190564296,10.1149/ma2021-01522025mtgabs,Detecting methanol in hand sanitizers,2021-02-19,iScience,Elsevier CellPress,FALSE,NA,NA,3054.46,1.081,106485 - 10822 - 19.02.2021,20AC-1_202449,"170729, 175754",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,731.6466234967622,10.1039/d1ra00514f,Aerobically stable and substitutionally labile α-diimine rhenium dicarbonyl complexes,2021-02-16,RSC Advances,Royal Society of Chemistry,FALSE,NA,NA,790.91,1.081,106456 - 10853 - 16.02.2021,20AC-1_202729,196967,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1721.5263644773358,10.1136/bmjopen-2020-042387,Assessing Relative Coronavirus Disease 2019 Mortality: A Swiss Population-based Study,2021-02-16,BMJ Open,BMJ Publishing Group,FALSE,2044-6055,NA,1860.97,1.081,106461 - 10815 - 16.02.2021,20AC-1_202848,184603,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1839.167437557817,10.1038/s41598-021-83624-z,Complex precursor structures of cytolytic cupiennins identified in spider venom gland transcriptomes,2021-02-12,scientific reports,Springer Nature,FALSE,2045-2322,NA,1988.14,1.081,106415 - 10859 - 12.02.2021,31AC-0_202719,162564,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2930.3422756706755,10.1002/hbm.25365,Relation between palm and finger cortical representations in primary somatosensory cortex: a 7T fMRI study,2021-02-12,Human Brain Mapping,John Wiley & sons,FALSE,NA,NA,3167.7,1.081,106421 - 10764 - 12.02.2021,PPAC-3_202730,163951,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1526.3644773358003,10.3390/cancers13040799,Targeted Therapies for Pancreatic Cancer: Overview of Current Treatments and New Opportunities for Personalized Oncology,2021-02-10,Cancers,MDPI,FALSE,NA,NA,1650,1.081,106457 - 10415 - 10.02.2021,PPAC-3_202857,194810,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1494.449583718779,10.3390/microorganisms9010195,Genomic features of MCR-1 and extended-spectrum β-lactamase producing Enterobacterales from retail raw chicken in Egypt,2021-02-08,Microorganisms,,FALSE,NA,NA,1615.5,1.081,106324 - 10415 - 08.02.2021,40AC-0_202581,177381,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1973.4320074005552,10.5194/amt-14-923-2021,A new method for long-term source apportionment with time-dependent factor profiles and uncertainty assessment using SoFi Pro: application to 1 year of organic aerosol data,2021-02-08,Atmospheric Measurement Techniques,Copernicus,TRUE,NA,http://doi.org/10.5194/amt-2020-204,2133.28,1.081,106313 - 10754 - 08.02.2021,IZAC-0_202583,177063,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2113.08973172988,10.7554/elife.62886,Pre-existing bilayer stresses modulate triglyceride accumulation in the ER versus lipid droplets ,2021-02-08,eLife,eLife Sciences Publication,FALSE,NA,NA,2284.25,1.081,106318 - 10821 - 08.02.2021,PPAC-3_202596,163966,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4604.070305272896,10.1038/s41467-020-16626-6,A sister lineage of the Mycobacterium tuberculosis complex discovered in the African Great Lakes region,2021-02-08,Nature Communications,,TRUE,2041-1723,http://doi.org/10.1038/s41467-020-16626-6,4977,1.081,106332 - 10565 - 08.02.2021,31AC-0_202584,188888,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2785.18038852914,10.1097/j.pain.0000000000002170,Fear avoidance beliefs are associated with less lumbar spine flexion during object lifting in pain-free adults,2021-02-03,PAIN,Wolters Kluver,FALSE,NA,NA,3010.78,1.081,106256 - 11765 - 03.02.2021,32AC-0_202561,185123,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1647.872340425532,10.3389/fimmu.2021.626019,Organ-specific surveillance and long-term residency strategies adapted by tissue-resident memory CD8+ T cells,2021-01-29,Frontiers in Immunology,,FALSE,NA,NA,1781.35,1.081,106230 - 10239 - 29.01.2021,CRAC-5_202527,"172994, 170969",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1702.4329324699352,10.1038/s41598-020-79170-9,"The relationship between resting‐state functional connectivity, antidepressant discontinuation and depression relapse",2021-01-29,Scientific Reports,Nature Research,FALSE,NA,NA,1840.33,1.081,106222 - 10859 - 29.01.2021,32AC-0_202538,153449,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2919.7964847363555,10.1002/hbm.25358,Structural control energy of resting-state functional brain states reveals less cost-eective brain dynamics in psychosis vulnerability.,2021-01-29,Human Brain Mapping,Wiley,TRUE,NA,NA,3156.3,1.081,106231 - 10764 - 29.01.2021,32AC-0_202525,144260,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3188.3071230342275,10.1128/msphere.01220-20,Investigation of Heterochromatin Protein 1 Function in the Malaria Parasite Plasmodium falciparum Using a Conditional Domain Deletion and Swapping Approach,2021-01-29,mSphere,,TRUE,NA,NA,3446.56,1.081,106224 - 11679 - 29.01.2021,31AC-0_202539,"163258, 143916",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2615.171137835338,10.1186/s12872-019-1164-6,Functional aging in health and heart failure: the COmPLETE Study,2021-01-26,Frontiers in Physiology,Frontiers,FALSE,596240,http://doi.org/10.3389/fphys.2020.596240,2827,1.081,106141 - 11669 - 26.01.2021,32AC-0_202503,182815,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2020.249768732655,10.1038/s41535-021-00311-y,Long-ranged Cu-based order with d_(z^2) orbital character at a YBa2Cu3O7/ manganite interface,2021-01-20,npj Quantum Materials,Springer Nature Limited,FALSE,NA,NA,2183.89,1.081,106074 - 10859 - 20.01.2021,20AC-1_202465,172611,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1090.6567992599446,10.1093/molbev/msaa240,Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits,2021-01-19,Molecular Biology and Evolution,Oxford University Press,TRUE,1537-1719,http://doi.org/10.1093/molbev/msaa240,1179,1.081,106032 - 10679 - 19.01.2021,PPAC-3_202436,170664,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1323.8667900092507,10.1371/journal.pone.0244077,Gamifying quantitative face-to-face interviews in rural India: an empirical evaluation based on the basic psychological needs theory,2021-01-19,Plos One,PLOS,FALSE,NA,NA,1431.1,1.081,106035 - 10850 - 19.01.2021,PZAC-2_202435,173973,SNSF-OA-Grants
