"period","Institution - Abbrv","institution","ArticleTitle","JournalTitle","ISSN","NSD Level","DOI","euro"
2016,"UiT","University of Tromsø - The Arctic University of Norway","Maternal functional hemodynamics in the second half of pregnancy: A longitudinal study","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0135300",1482.68
2016,"UiT","University of Tromsø - The Arctic University of Norway","Morphological divergence between three Arctic charr morphs - the significance of the deep-water environment","Ecology and Evolution","2045-7758",1,"http://dx.doi.org/10.1002/ece3.1573",2281.18
2016,"UiT","University of Tromsø - The Arctic University of Norway","Increased influence and collaboration: A qualitative study of service users'…","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/s12913-015-1083-x",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Changes in detection of birth defects and perinatal mortality after introduction of prenatal screening in Kola Peninsula (North-West Russia): combination of two birth registries","BMC Pregnancy and Childbirth","1471-2393",1,"http://dx.doi.org/10.1186/s12884-015-0747-1",1934.08
2016,"UiT","University of Tromsø - The Arctic University of Norway","Validity of self-reported body mass index among middle-aged participants in the Norwegian women and cancer cohort study","Clinical Epidemiology","1179-1349",1,"http://dx.doi.org/10.2147/CLEP.S83839",1718.13
2016,"UiT","University of Tromsø - The Arctic University of Norway","Low FEV1, smoking history, and obesity are factors associated with oxygen saturation decrease in an adult population cohort","International Journal of Chronic Obstructive Pulmonary Disease","1176-8106",1,"http://dx.doi.org/10.2147/COPD.S69438",1592.38
2016,"UiT","University of Tromsø - The Arctic University of Norway","Low oxygen saturation and mortality in an adult cohort: the Tromso Study ","BMC Pulmonary Medicine","1471-2466",1,"http://dx.doi.org/10.1186/s12890-015-0003-5",2116.22
2016,"UiT","University of Tromsø - The Arctic University of Norway","Risk factors, complications and survival after upper abdominal surgery: a prospective cohort study ","BMC Surgery","1471-2482",1,"http://dx.doi.org/10.1186/s12893-015-0069-2",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Existing datasources in clinical epidemiology: The Scandinavian Thrombosis and Cancer (STAC) Study","Clinical Epidemiology","1179-1349",1,"http://dx.doi.org/10.2147/CLEP.S84279",1695.46
2016,"UiT","University of Tromsø - The Arctic University of Norway","Kvik: three-tier data exploration tools for flexible analysis of genomic data in epidemiological studies","F1000 Research","2046-1402",1,"http://dx.doi.org/10.12688/f1000research.6238.2",550.87
2016,"UiT","University of Tromsø - The Arctic University of Norway","Transcription factor T-bet in Atlantic salmon: characterization and gene expression in mucosal tissues during Aeromonas salmonicida infection.","Frontiers in Immunology","1664-3224",1,"http://dx.doi.org/10.3389/fimmu.2015.00345",1498.85
2016,"UiT","University of Tromsø - The Arctic University of Norway","The role of Merkel cell polyomavirus and other human polyomaviruses in emerging hallmarks of cancer","Viruses","1999-4915",1,"http://dx.doi.org/10.3390/v7041871",1538.01
2016,"UiT","University of Tromsø - The Arctic University of Norway","Variations in suicide method and occurrence by season and day of the week in Russia and the Nenets Autonomous Okrug, Northwestern Russia: a retrospective population-based mortality study.","BMC Psychiatry","1471-244X",1,"http://dx.doi.org/10.1186/s12888-015-0601-z",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Physical activity before and after breast cancer diagnosis and survival – The Norwegian Women and Cancer Study","BMC Cancer","1471-2407",1,"http://dx.doi.org/10.1186/s12885-015-1971-9",1942.39
2016,"UiT","University of Tromsø - The Arctic University of Norway","Regional differences in renal replacement therapy in northern Norway 2000-2012","International Journal of Circumpolar Health","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.24298",585.11
2016,"UiT","University of Tromsø - The Arctic University of Norway","Cancer-Associated Fibroblasts from lung tumors maintain their immuno-suppressive abilities after high-dose irradiation","Frontiers in Oncology","2234-943X",1,"http://dx.doi.org/10.3389/fonc.2015.00087",893.45
2016,"UiT","University of Tromsø - The Arctic University of Norway","Ketamine for prehospital trauma analgesia in a low-resource rural trauma system: A retrospective comparative study of ketamine and opioid analgesia in a ten-year cohort in Iraq ","Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","1757-7241",1,"http://dx.doi.org/10.1186/s13049-015-0176-1",1617.22
2016,"UiT","University of Tromsø - The Arctic University of Norway","Changes in body mass index and the prevalence of obesity during 1994-2008 - repeated cross-sectional surveys and longitudinal analyses: The Tromsø Study ","BMJ Open","2044-6055",1,"http://dx.doi.org/10.1136/bmjopen-2015-007859",2149.36
2016,"UiT","University of Tromsø - The Arctic University of Norway","Shifts in methanogenic community composition and methane fluxes along the  degradation of discontinuous permafrost","Frontiers in Microbiology","1664-302X",1,"http://dx.doi.org/10.3389/fmicb.2015.00356",1137.68
2016,"UiT","University of Tromsø - The Arctic University of Norway","Violence affects physical and mental health differently: the general population based Tromsø study","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0136588",1478.74
2016,"UiT","University of Tromsø - The Arctic University of Norway","Gender differences in the use of psychiatric outpatient specialist services in Tromsø, Norway are dependent on age: a population-based cross-sectional survey","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/s12913-015-1146-z",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Is ambient light during the high Arctic polar night sufficient to act as a visual cue for zooplankton?","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0126247",1444.96
2016,"UiT","University of Tromsø - The Arctic University of Norway","Investigating the mobilome in clinically important lineages of Enterococcus faecium and Enterococcus faecalis","BMC Genomics","1471-2164",1,"http://dx.doi.org/10.1186/s12864-015-1407-6",2165.78
2016,"UiT","University of Tromsø - The Arctic University of Norway","The DBP phenotype Gc-1f/Gc-1f is associated with reduced risk of cancer. The Tromsø Study","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0126359",1444.96
2016,"UiT","University of Tromsø - The Arctic University of Norway","Own, but not foreign seminal fluid inhibits sperm activation in a vertebrate with external fertilization.","Frontiers in Ecology and Evolution ","2296-701X",1,"http://dx.doi.org/10.3389/fevo.2015.00092",1566.44
2016,"UiT","University of Tromsø - The Arctic University of Norway","Symptoms, signs and tests: The general practitioner's comprehensive approach towards a cancer diagnosis. Retrospective cohort study with prospective registration of cancer in general practice.","Scandinavian Journal of Primary Health Care","0281-3432",1,"http://dx.doi.org/10.3109/02813432.2015.1067512",599.97
2016,"UiT","University of Tromsø - The Arctic University of Norway","Food web topology in high mountain lakes","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0143016",1542.55
2016,"UiT","University of Tromsø - The Arctic University of Norway","Plectin as a prognostic marker in non-metastatic oral squamous cell carcinoma ","BMC Oral Health","1472-6831",2,"http://dx.doi.org/10.1186/s12903-015-0084-9",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","Uric Acid is Associated with Microalbuminuria and Decreased Glomerular Filtration Rate in the General Population during 7 and 13 Years of Follow-Up. The Tromsø Study","BMC Nephrology","1471-2369",1,"http://dx.doi.org/10.1186/s12882-015-0207-1",1942.39
2016,"UiT","University of Tromsø - The Arctic University of Norway","Getting It Right: The Birth of a New EU Common Fishery Policy? – Legislative and Legal Perspectives on the Annulling of the Five Structural Failings","Arctic Review on Law and Politics","1891-6252",1,"http://dx.doi.org/10.17585/arctic.v6.93",1346.25
2016,"UiT","University of Tromsø - The Arctic University of Norway","The EU Seal Products Ban – Why Ineffective Animal Welfare Protection Cannot Justify Trade Restrictions under European and International Trade Law.","Arctic Review on Law and Politics","1891-6252",1,"http://dx.doi.org/10.17585/arctic.v6.77",1346.25
2016,"UiT","University of Tromsø - The Arctic University of Norway","One Valley, Three Hands","Arctic Review on Law and Politics","1891-6252",1,"http://dx.doi.org/10.17585/arctic.v6.59",1346.25
2016,"UiT","University of Tromsø - The Arctic University of Norway","What can we talk about, in which language, in what way and with whom? Sami patients’ experiences of language choice and cultural norms in mental health treatment","International Journal of Circumpolar Health ","1239-9736",1,"http://dx.doi.org/10.3402/ijch.v74.26952",596.39
"","","","","","","","",""
2016,"UiT","University of Tromsø - The Arctic University of Norway","Decisions on statin therapy by patients' opinions about survival gains: Cross sectional survey of general practitioners","BMC Family Practice","1471-2296",1,"http://dx.doi.org/10.1186/s12875-015-0288-8",1581.41
2016,"UiT","University of Tromsø - The Arctic University of Norway","Spectral characteristics of high latitude raw 40MHz cosmic noise signals","Nonlinear processes in geophysics","1607-7946",1,"10.5194/npgd-2-969-2015",496.13
2016,"UiT","University of Tromsø - The Arctic University of Norway","Young Doctors' Preferences for Payment Systems:  The influence of gender and personality traits","Human Resources for Health","1478-4491",1,"http://dx.doi.org/10.1186/s12960-015-0060-0",1867.86
2016,"UiT","University of Tromsø - The Arctic University of Norway","Health economics and radium-223 (Xofigo®) in the treatment of metastatic castration-resistant prostate cancer (mCRPC). A case history and a systematic review of the literature.","Global Journal of Health Science","1916-9736",1,"http://dx.doi.org/10.5539/gjhs.v8n4p1",578.31
2016,"UiT","University of Tromsø - The Arctic University of Norway","Mapping the risk perception and communication gap between different professionals of healthcare providers in cancer care: a cross-sectional protocol","BMJ Open","2044-6055",1,"http://dx.doi.org/10.1136/bmjopen-2015-008236",1824.9
2016,"UiT","University of Tromsø - The Arctic University of Norway","Use of complementary and alternative medicine within Norwegian hospitals","BMC Complementary and Alternative Medicine","1472-6882",2,"http://dx.doi.org/10.1186/s12906-015-0782-5",1635.12
2016,"UiT","University of Tromsø - The Arctic University of Norway","The use of cell phones and radio communication systems to reduce delays in getting help for pregnant women in low and middle income countries: A review     ","Global Health Action","1654-9716",1,"http://dx.doi.org/10.3402/gha.v8.28887",1643.29
2016,"UiT","University of Tromsø - The Arctic University of Norway","The greening of Norwegian salmon production","Maritime Studies","1872-7859",1,"http://dx.doi.org/10.1186/s40152-015-0034-9",829.49
2016,"UiT","University of Tromsø - The Arctic University of Norway","Silent or vocalizing rats copulate in a similar manner","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0144164",1584.44
2016,"UiT","University of Tromsø - The Arctic University of Norway","Omega-3 Fatty Acids and Cardiovascular Diseases - Effects, Mechanisms and Dietary Relevance","International Journal of Molecular Sciences","1661-6596",1,"http://dx.doi.org/10.3390/ijms160922636",1839.67
2016,"UiT","University of Tromsø - The Arctic University of Norway","Local inpatient units may increase patients' utilization of outpatient services. A case-register study","Psychology Research and Behavior Management","1179-1578",1,"http://dx.doi.org/10.2147/PRBM.S94857",2061.78
2016,"UiT","University of Tromsø - The Arctic University of Norway","Epithelial ovarian cancer subtypes attributable to smoking in the Norwegian women and cancer study (NOWAC), 2012","Cancer Medicine","2045-7634",1,"http://dx.doi.org/10.1002/cam4.590",1829.5
2016,"UiT","University of Tromsø - The Arctic University of Norway","Scented grasses in Norway - identity and uses","Journal of Ethnobiology and Ethnomedicine","1746-4269",1,"http://dx.doi.org/10.1186/s13002-015-0070-y",1758.08
2016,"UiT","University of Tromsø - The Arctic University of Norway","Seasonal Differences in Relative Gene Expression of Putative Central Appetite Regulators in Arctic charr","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0138857",1500.95
